City,MAE,R²,Mean_Bias,RMSE,STD,% Overestimation,% Underestimation,Mean_Overestimation,Mean_Underestimation,% Valid Pixels,Filter_Type
Monterrey3,2.129807274491855,-1.2733506560332346,1.188090565200779,3.469110191794502,3.2593199185862964,73.70126942542228,20.663288308596776,2.2509095606894443,-2.2787193771556735,100.0,None (all finite data)
