City,MAE,R²,Mean_Bias,RMSE,STD,% Overestimation,% Underestimation,Mean_Overestimation,Mean_Underestimation,% Valid Pixels,Filter_Type
Monterrey3,2.0065775299724944,-0.9358996582429446,1.0680530477552976,3.184195797940097,2.9997275820980787,73.47122451212115,20.831358171204293,2.0924046102025593,-2.252672328188715,98.91222553573097,Z-score (±3)
