system:index,Code,FID_1,FeatureCla,count_0,count_1,count_2,count_3,count_4,count_5,country_alpha,hasPlace,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,.geo
000066ec46a03b5f4caa,1146,5236,Urban area,424386,645992,31,33907,741660,30860,BRA,20,0.20578814458366987,0.2828660867800215,-0.44935123571427404,0.1690145884017338,0.34472917075769877,0.2999091579591928,"{""type"":""MultiPoint"",""coordinates"":[]}"
000085cc54c1a167b210,291,5234,Urban area,1219577,1638395,341,239381,1511604,81573,BRA,20,0.4594975549923645,0.5169720589993618,0.5812319674344669,0.3002291706428015,0.5407797290363936,0.28416754009679074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a6aa32ccf628abe6,1147,5227,Urban area,318764,446511,0,35041,254682,158215,BRA,20,0.20198738634972407,0.32275619650115256,,0.1469347620200621,0.41640495935148303,0.14074488329166424,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d0c60c51653f19bb,292,5230,Urban area,1158354,2071449,77,162907,1272452,195004,BRA,20,0.17232777973194793,0.18930490563890262,0.03310927192180562,0.11198362262037936,0.2113683991941516,0.1372392710834563,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ab085bf63cfe37ec,293,5222,Urban area,2146009,4978711,1128,222514,3879892,139122,BRA,20,0.33493309950446426,0.5030490126455402,0.17134468088266666,-0.03989278812834004,0.44319169208723114,0.3470272083022961,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000dfef65b6ea65da08,4133,5221,Urban area,88058,188872,15,6597,103157,1622,BRA,20,0.20652133514397236,0.28120234064185556,-0.15959467358267787,0.09202920240635067,0.3059040262825925,0.3348644923597592,"{""type"":""MultiPoint"",""coordinates"":[]}"
000046dfd164c14bdca4,4134,5219,Urban area,133388,393473,5,4881,118739,12933,BRA,20,-0.15679281689792868,-0.1895585109083338,-0.4989641313988429,-0.14847693318345767,-0.1100658126287821,-0.19822724113031218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000bc4ae7de025aa57d,1149,5218,Urban area,1068989,1672596,5816,249554,1260261,86138,BRA,20,0.26558856312846,0.27711584825586044,0.46767738469326714,0.051646655056828764,0.25485060986421215,0.2169041471409102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f42af87ded6f4d82,4136,1378,Urban area,90623,79180,2934,29282,298638,699,ESH,20,0.5518485795808782,0.30581997771285,0.0032203181186344493,0.8349998331118916,0.64838179887614,0.6895006936230355,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a4bf703df8d961f1,1151,4195,Urban area,558972,252967,308,155168,527765,80263,MAR,15,0.29278873924747056,0.5023108492083083,0.7178960314925424,0.2340033076083699,0.705426117513281,0.29430708035306247,"{""type"":""MultiPoint"",""coordinates"":[]}"
000085d4a68f3bc675d0,294,4194,Urban area,405939,376135,482,73778,878111,57085,MAR,20,0.3818989300955969,0.5569046045681014,0.6550301760304559,0.22329254313352725,0.7590979073547751,0.3462055213689037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d994ff9cd6037f57,4139,4200,Urban area,63799,48622,290,2341,220493,2855,MAR,20,0.6381651694954154,0.5649031922437997,0.6374811163747747,0.7386798479928782,0.35297904287944226,0.29922506337382365,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000c2ae9dfa20f11500,1154,4188,Urban area,42978,243372,,,22146,3650,ESP,15,1.2325033020562421,1.1998957101989571,,,1.1673950251231355,1.1039468881257108,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e7cbf6d1b00a903c,4142,4186,Urban area,154615,425114,4,1140,276116,73973,ESP,15,0.7640289981379619,0.8640820929875048,1.1095430987002608,0.5526344644939661,1.11812515406439,0.974080927069756,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006eae1be90a773c95,1158,4170,Urban area,187461,389310,12,1695,94832,23475,ESP,20,0.43616653339092953,0.8434935271183398,1.4492964177383805,0.7030165365875081,1.0403409392638439,0.983377559563933,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003dca9e467a88f536,295,4312,Urban area,1197640,2915049,116,12154,1193466,482388,ESP,20,0.8458932328421189,1.2687957276419277,0.23379723794814006,0.3152379509518801,1.334255339737639,1.315204096888146,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cfe15875ec269f97,4147,2047,Urban area,128197,294757,3231,280,191914,23154,ESP,20,0.6894650653630705,0.6183983819942783,0.8773534532763323,0.7567284839968643,1.0668621629251216,0.5077532150105182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fe832ea56fb29754,299,4893,Urban area,746151,470070,20817,52427,451313,25902,PRT,20,0.48608184183153796,0.7705431660622486,0.17387244090740456,0.2275493012724673,1.0135258658236013,1.1874763330097238,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e1a1019d0dd90045,17,7,Urban area,22419661,10446666,1312441,324521,13056294,324776,PRT,20,0.2590871444479538,0.501353581160517,0.23979348637443176,-0.06599828569187781,0.4379594215256496,0.818929461217103,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000583b15ba177ab424,1171,4834,Urban area,338749,360561,24885,7251,163679,6363,ESP,20,-0.1933414822915699,-0.1300241651134351,0.6816681886308306,-0.08361480340947455,0.5999711819512838,0.3214389504074496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001490bf445a2509aa,301,4840,Urban area,807244,720584,75659,21256,930204,25425,ESP,20,0.09610559728416025,0.11711723840931514,-0.037468075441396485,0.11818064800945534,0.21079238475605114,0.2621853160175836,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ce3084e7e9c67ec0,1166,4800,Urban area,654566,916849,13210,1277,389671,23431,ESP,20,0.1937628626961709,0.37015201484342414,-0.03386001255793937,0.11575531247239235,0.11020377990032594,0.3092968866873314,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fa4164a609cc8ab5,1177,4792,Urban area,436121,751331,15974,543,435500,38890,ESP,20,-0.09852712147357004,-0.10139907224321239,-0.25997025436553767,-0.6725424538628855,-0.30322165422109854,-0.15403277843263902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000040c912676f6ba80e,1178,4797,Urban area,432427,628810,10532,58,321995,21159,ESP,20,0.5207248481543293,0.6583941101106997,0.4970704822137016,0.4319287038187359,1.0000255046340312,0.23279667711858218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e6747a263c851773,302,4920,Urban area,679014,584251,6199,3525,416993,66896,ESP,20,0.7109106230446289,1.003717171315738,0.022808963571901836,-0.09518015228380014,1.112867259361104,0.4506322530541363,"{""type"":""MultiPoint"",""coordinates"":[]}"
000019b6ab0347a25bf9,1194,4879,Urban area,440009,504861,118,1807,281849,128554,ESP,20,0.7038227370160972,0.8985984385547532,0.15603936058455994,0.5319692000021281,1.224230616036902,0.6270031622937554,"{""type"":""MultiPoint"",""coordinates"":[]}"
000062e9c4162afc4334,18,468,Urban area,9685952,12590830,9991,312324,9123949,2421078,ESP,20,0.9151882769480344,1.321281770856164,0.059335075864758856,-0.038089428874555714,1.3877236974133633,1.1099963515103786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008a9a5f2713eb0a5a,307,4824,Urban area,256992,492881,8,640,195491,58436,ESP,20,0.46655940314791106,0.6531994291906297,0.15904536046071627,0.02290818859152468,1.1185490777769203,0.53449517177732,"{""type"":""MultiPoint"",""coordinates"":[]}"
000087c9c5efd081003a,1204,4922,Urban area,340602,564735,69,748,219668,72825,ESP,20,0.5762473120729222,0.7949548384426746,0.4270899162133191,0.30878569880242945,1.0650540151511219,0.8384716161536256,"{""type"":""MultiPoint"",""coordinates"":[]}"
000077d653762de4ecab,303,4923,Urban area,1345840,1269617,594,18189,582444,229734,ESP,20,0.8891095520230519,1.199705569422218,1.3480787020057117,0.8599893101948779,1.5738438373656283,1.2854532421050948,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ac96ce49fa853a6d,305,4914,Urban area,1343493,2217698,22887,567,887205,55809,ESP,20,0.37396324500890826,0.45511286804618084,0.21997661212092132,0.5599053386313229,0.6460051148106669,0.2833567446202552,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a714c9bed777a1c5,306,4919,Urban area,370355,1024750,1478,38,234475,28644,ESP,20,0.6955503811091461,0.8335140218028123,1.163443425564616,-0.32298747134501227,1.3659532491226645,0.9451791176525001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000473f26afd6a21e24,308,4916,Urban area,603854,979013,448,3874,464478,92921,ESP,20,0.30109917602510355,0.3204688663638818,1.1180124661065347,0.6504959385667136,0.837213648798637,0.14091110355768022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009b6bf04bbc47ea8f,1212,4791,Urban area,452383,588170,8088,218,1355905,36723,FRA,20,0.4012674880146237,0.4103516392666779,0.4932962955529286,-0.31844658976973683,0.5300722116238461,0.3367537561177226,"{""type"":""MultiPoint"",""coordinates"":[]}"
000078d795248bf1066b,1213,4803,Urban area,414421,586905,4295,0,420661,25089,ESP,20,-0.022409337082554798,-0.015066699328223994,0.006629517418080767,,-0.13095394923723386,0.11376214603037231,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007f852f7be0de3daf,222,8506,Urban area,2661442,3516197,346661,38632,7343162,76393,FRA,20,0.7208356317383878,0.9898193103569843,1.8484288983444925,0.11858387441615661,0.9441792353888869,0.973123060876064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000324b2a10502f74c4,309,8517,Urban area,290171,668546,59291,85,1091894,24990,FRA,15,0.4794582989783325,0.6635486946602454,1.1504104861186424,0.3143712611956572,0.6053234893223385,0.4821540902753195,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001735472938d214be,310,4856,Urban area,1011805,1797199,381,6742,756153,162181,ESP,20,0.9020881874331506,1.1054077135642755,1.3619488446985886,0.33051579237241213,1.865404202860983,1.2165101829781582,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007514ae8bfc5480b6,314,4310,Urban area,381478,568182,72,171188,172533,57292,ESP,15,0.5901190115270685,0.7371193060032271,0.3975150241418106,0.6371176427819265,1.1346800129532586,1.0251905298805444,"{""type"":""MultiPoint"",""coordinates"":[]}"
000062cf97b6ce5b615b,1234,100,Urban area,266737,386178,1587,5207,327373,20486,ESP,20,0.7146723681391328,0.8533396387632723,0.6245160264613199,0.5324294371920391,0.6560197839169654,0.4720216097433349,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005d45fb1d1ac0f62d,313,4311,Urban area,1096063,1423167,10012,206707,969360,71250,ESP,20,0.38102610194304454,0.4296473677453687,0.4038688470177165,0.3174354405387946,0.4088698630504051,0.6460394999140848,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003ab99c63f943a56d,4245,4910,Urban area,76963,107746,0,1253,160581,25916,ESP,15,0.5202731666221504,0.7948457577871009,,0.9840441906749002,1.1069230397425573,0.3712333166683218,"{""type"":""MultiPoint"",""coordinates"":[]}"
000018e134ab31ad5a8c,1236,4162,Urban area,338673,717229,327,49493,481484,73696,ESP,20,0.9479255926629554,1.095509383528817,0.7331796194458806,-0.08176457532088396,1.6801739504945463,1.4362884047487363,"{""type"":""MultiPoint"",""coordinates"":[]}"
00002beb07f008b47d70,4247,4163,Urban area,72888,177267,598,405,145421,33403,ESP,20,-0.10280627427855336,-0.12562244255030658,0.9505631656824057,0.9193501690592051,0.8553441622154629,0.32787063398167293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fc6fd2ab577ca4d2,316,4171,Urban area,641961,841214,352,48982,1236694,143221,ESP,20,0.29465511031834773,0.4394348378233824,-0.02524828691387189,0.35961652827548907,0.7342531895340867,0.6414092900137176,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008f4557ebc8407cb1,1246,4177,Urban area,306521,783319,4110,6921,299393,32108,ESP,20,0.20979592763301627,0.4956095999225269,0.139322337005349,-0.039974547144156,0.7786891479161206,0.8521395633129661,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000844f66d9aac75e18,317,4184,Urban area,1093921,1858882,2244,169369,1113995,255769,ESP,20,0.3099561496144416,0.37322982398090565,0.36772664590063003,0.19851538201519314,0.6026807716372903,0.4688301419965448,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cb47a44b227f0cc9,1242,4190,Urban area,366022,358578,891,77046,391731,91472,ESP,20,0.04874606683859622,0.08858494517927469,0.24725666938627647,0.13948608347983701,0.16904621467112893,-0.05977733705962781,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005eb2baf6bf042458,318,4198,Urban area,335204,88764,4030,290666,456382,13241,MAR,20,0.7973102988641138,0.8967364713806991,1.0268211041094275,0.9179104060400401,0.9884903303952642,0.8345089499713628,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007ea39487ddd2b8d6,1244,4207,Urban area,495462,181030,2877,194535,872416,37072,MAR,20,1.2813370249105107,1.5821969668375475,1.1520480855919302,1.387567182118664,1.7390730520768523,1.0407236162469284,"{""type"":""MultiPoint"",""coordinates"":[]}"
00004a9d61f7e1ab2d16,1245,4206,Urban area,103675,81957,50,118194,142689,9098,DZA,20,0.17219404280768522,-0.0823220533615812,0.7342601261820824,0.2732212897560732,0.5395290542291342,0.14872922601527172,"{""type"":""MultiPoint"",""coordinates"":[]}"
000018e43bc56cec5084,4266,4199,Urban area,262885,341096,59,230603,205616,96931,DZA,20,0.9229523186786365,0.9527370421010994,1.6356635211262205,1.2836096405911697,1.3828277040731591,1.3122363867561928,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000974995ebfbc3c040,77,8493,Urban area,1070229,1450332,43488,721524,1404203,109121,DZA,20,0.6665646711747195,0.8410774163404221,1.3462638579450725,0.5636472418607272,1.323962076741637,1.0839005209753063,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009e297ae4a750abf5,1249,4243,Urban area,272521,120351,1,541194,168909,13024,DZA,20,-0.09687747438931886,0.009746684966146705,1.155588261398293,0.4342850800753066,0.3703977188712813,0.0334566949256968,"{""type"":""MultiPoint"",""coordinates"":[]}"
000007a2569db35af28d,4272,2004,Urban area,129531,64010,132,36960,142161,28244,MAR,20,0.4663330397807826,0.4944633132788457,0.5936188795961599,0.44420336705914726,0.5010154176071593,0.47673749520884984,"{""type"":""MultiPoint"",""coordinates"":[]}"
000072e23ea6232a2fac,1251,4216,Urban area,1006903,574075,9055,520009,1025303,151163,MAR,20,0.8821510810182956,1.1197862028230992,1.7788668279247055,0.8614500014400207,1.4043691791857364,1.043288025629975,"{""type"":""MultiPoint"",""coordinates"":[]}"
000096c9b089d46e3281,320,4217,Urban area,837930,367117,16636,340092,733512,85042,MAR,20,1.135162194686443,1.2472369388149995,1.3987797339310348,1.0615721668003049,1.3507874091975476,1.279840778099446,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000369d5efd56271499,4278,4219,Urban area,55131,37511,5,63754,168668,2531,MAR,15,1.1880581321410226,1.4492569362453256,1.6320712179688712,1.0634004849475704,1.3031139687907765,1.6014015221964677,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d26aecf78e6e7b3f,1254,4235,Urban area,93551,24265,1588,57860,212549,4247,MAR,15,2.2453542939221682,2.470508228667463,2.6443921317147314,1.8988282157091472,2.4037859214453894,2.2782736084463378,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000313a38859012ed0,1256,4229,Urban area,162109,66581,340,96949,407457,7926,MAR,15,1.302616148978859,1.7445708854236535,1.2877279825990997,1.15187080093532,1.5656800387989147,1.5594290724651485,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001b28e7ac915ecae3,4289,4227,Urban area,91985,74983,3298,17090,265667,3395,MAR,20,0.7750905366468547,0.7900613667121291,1.10213609620859,0.5863185054383911,1.0237170280811174,0.6719589576343973,"{""type"":""MultiPoint"",""coordinates"":[]}"
000029399ed31eb7f64c,4290,4225,Urban area,70122,77947,1066,10586,200376,4874,MAR,15,1.0785354142834427,1.084082037517327,1.2946057329064942,1.262012615356129,1.3903702139687224,1.3792022134235065,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f4c58b1d85d2c7b3,321,4315,Urban area,2946584,3059304,173038,322101,5422994,153483,MAR,20,0.5971563941834129,1.1141592326180891,0.6708776390907507,0.4868197929294959,1.4595275659723486,0.7808565423134367,"{""type"":""MultiPoint"",""coordinates"":[]}"
