system:index,Code,FID_1,FeatureCla,count_0,count_1,count_2,count_3,count_4,count_5,country_alpha,hasPlace,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,.geo
0000d0df6eef3d053afe,1570,8195,Urban area,128832,145340,78,164774,525770,3358,TUR,15,1.0900782243341731,1.2405509053964767,1.454501408330421,1.0020870792774998,1.472174672623632,1.2098268244026766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e103593ef5e8b11a,1575,7574,Urban area,313996,582927,1313,137705,1331409,54050,TUR,20,0.349564019517171,0.4174919653318047,0.32840511884939094,0.8270020565802371,0.5407131896797567,0.23174455204664246,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000df2fd7d4d2663838,4856,7567,Urban area,57919,73469,0,309778,171710,47046,TUR,20,0.4547700176315332,0.8025641132376241,,0.8768485104649344,1.3328205522239356,0.6169503174382895,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000853dd0584645fe69,1579,7571,Urban area,584654,491310,8578,77265,664151,52825,TUR,20,0.02286966880817866,0.49914484983333224,0.7555558590798741,0.7779303685576293,0.6380981356355718,0.23801322456778748,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000367db4dac83a07e5,1580,7579,Urban area,232374,157370,1205,753725,24188,3634,SYR,20,1.542279674019084,1.969130636028606,1.97882590413181,1.9669649631464043,2.2737649411907666,2.050652368435374,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d8b7fcd55f8fd18b,1582,7596,Urban area,698973,73425,22324,149689,230166,5045,SYR,20,0.30516551303562983,1.4244458383740675,0.2404589941588508,0.9147127957676354,2.4907633170552197,2.1007896458132764,"{""type"":""MultiPoint"",""coordinates"":[]}"
00004990922cd53152ca,4871,2791,Urban area,118818,52965,686,352061,31509,5563,SYR,20,0.9512577364832032,1.081547067340713,1.6610021586624628,1.1503545982802692,1.4866908966698662,1.0783819909905847,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000eaa9db6738b4217d,412,3331,Urban area,511584,569814,21774,1309399,810258,19774,IRQ,20,1.5134812649971159,1.8057484352004818,1.8996139365703377,1.8038241021786572,2.2017515663494778,0.8808693638774282,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009cace26cca6dfed6,1589,3408,Urban area,278068,213653,566,680712,64519,3362,IRQ,20,1.1959705641194451,1.7267768989755357,1.4874913557837237,1.438712209360532,1.9235257074707606,-0.07485854518263217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000421343d3353636ef,108,1248,Urban area,4931089,7422007,642039,9507985,4949420,64582,IRQ,20,2.087493945601356,3.023246275737204,3.745061552186299,2.7917050712985874,3.767100764174313,2.7355569885865343,"{""type"":""MultiPoint"",""coordinates"":[]}"
000032428743a56d043c,414,3535,Urban area,395941,309153,2929,1119241,34953,1484,IRQ,20,1.9382077634726271,2.132508761651331,1.8831826950975226,2.3337803869707225,2.7639041526295225,1.717231369914134,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000eb5a23405cc8631a,416,3528,Urban area,589778,1133148,150955,1615846,279990,8728,IRQ,20,2.320719355995016,2.417617683132162,2.579332481954731,2.31832329988534,2.4875845483533947,2.37818694459695,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000250be3ccb58e1263,1594,3494,Urban area,194775,359962,3418,1444820,18501,1586,IRQ,20,1.9306539140625403,2.0996934261312252,2.5006864932401487,2.0823387908464395,2.5902780620059622,1.6193054427983005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000021231f4914f12bd3,1595,3483,Urban area,211700,528168,12834,597035,314603,5408,IRQ,20,1.915548428276354,2.1255510142307927,1.8721800358719014,1.8835338849588479,2.2797406712171093,1.6786645080051215,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000461f574ead30e774,4883,3435,Urban area,85169,193790,1028,463558,111211,285,IRQ,20,1.8251663625273646,2.5075318549509036,2.0356939984961344,2.1326815536920822,2.3615228160142054,2.602804443002795,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000caddc3f81c4fd043,415,3429,Urban area,282734,240514,3804,969850,41608,4620,IRQ,20,1.9786912984435765,2.330581872975839,2.686451219508759,2.2795514474172758,2.898253585173189,1.9503099198871465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006df2328e5920748f,10275,1762,Urban area,130255,210656,,1918,251578,815,SAU,20,0.3446099063862923,0.37702703575261265,,0.2154220201965198,0.4676707326440484,0.3460597671731513,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006007f29cbb30baf9,1598,10256,Urban area,148970,217225,147,20842,89474,507,SAU,15,0.5541335907388228,0.6425903099384517,0.555638715027028,0.5331287140404481,0.6556843882738191,0.583968557019624,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006cbcebe54086a394,1599,9616,Urban area,470824,952126,617,2272,831878,10029,SAU,20,0.10609070555808264,0.20337168295349187,0.23891623200446216,-0.2297619660233361,0.46260636923614534,0.3315034342322664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000003d42f6bfa31af7,1600,9674,Urban area,619202,689618,46,33606,952022,5456,SAU,20,0.6315379799664765,0.8291681963727208,0.4037407727531799,0.5436895818064641,0.883908503329347,1.0959911925370713,"{""type"":""MultiPoint"",""coordinates"":[]}"
000074757383eff6a885,417,10209,Urban area,406041,1163730,23,17147,1038460,34930,SAU,20,1.0109167196270403,1.1612196002468902,0.9663847287876202,0.9418192909511351,1.5367246754938635,0.5820925894678678,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000421b87603c48db04,1609,9794,Urban area,24833,139189,79,6281,244082,791,SAU,20,0.013975902786509262,0.029455211572402346,0.1607281808790404,0.05187094480210224,-0.03629936916867628,-0.6034342844888652,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cf9a5e771595fa07,418,9772,Urban area,1783473,3888122,8478,15749,2144311,36763,SAU,20,-0.19276171478794407,0.12165684635653043,-0.013140718199636563,-0.045523040208170905,0.2553117439037571,0.12366532587381365,"{""type"":""MultiPoint"",""coordinates"":[]}"
000040c79ad63a94bd6f,109,9873,Urban area,2235160,11129296,9431,349729,5575735,109289,SAU,20,0.14920321857661972,0.06992480944782804,0.4930336713601715,0.292440759718532,0.3086858759191478,0.08423839415471623,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006b8061cdbdac1888,419,9881,Urban area,523955,5407069,13862,122686,2068028,32879,SAU,20,-0.07274582443425809,0.023675913588769585,0.12301846681908485,0.06350624960594159,-0.06540854576624168,0.12163597789165032,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b11755d51e9fe703,4894,2336,Urban area,288841,655171,12205,452823,166679,2982,SDN,20,-0.04357994232541124,0.17200442372732744,-0.6276488656417715,0.21612422827713418,0.4182964919045756,0.11538494116246216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000060c64dee00087c80,421,9980,Urban area,187158,404697,0,2272,316601,12164,SAU,20,0.2600459009400621,0.21918884698524269,,0.24896997891731903,0.26855972605035566,0.2913685764097534,"{""type"":""MultiPoint"",""coordinates"":[]}"
000001e063eefb108e2a,420,9892,Urban area,735561,1538523,2,29770,925395,125949,SAU,20,0.24372382981898552,0.36028401138699145,0.6054433256435043,0.17847044979610088,0.739602141855415,0.581293882147479,"{""type"":""MultiPoint"",""coordinates"":[]}"
000046c51b9a71e2a7c0,1616,9888,Urban area,105328,291716,0,18098,233804,9148,SAU,0,0.08406289857960442,0.10816544157250231,,0.6417535041507774,0.07449376642983697,0.07915613564201548,"{""type"":""MultiPoint"",""coordinates"":[]}"
000007bd5be937dafea2,1617,9978,Urban area,306720,829059,0,17968,501700,16117,SAU,15,0.2693031235574249,0.346122891208245,,-0.14441647296855062,0.5376868456588542,0.010460960858832689,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ef528bb536df427f,4906,1089,Urban area,224192,131624,0,79632,45316,3156,SAU,20,0.8921122383521273,0.8215191843051904,,1.0300262121980295,1.0277868450145415,1.0697841852510976,"{""type"":""MultiPoint"",""coordinates"":[]}"
000010761f86e3bd8059,422,10049,Urban area,1257606,1228811,259,1054592,2014307,39455,YEM,20,0.3071780208277062,0.6315750439099942,0.08287768210648559,0.18030206548598068,0.9702589275798993,0.8036180105960771,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d6ad7b7b03dc3ed0,1621,10066,Urban area,12594,694140,2176,198397,130704,5535,YEM,20,0.4747019757734091,0.5909179968657183,0.6949852388525735,0.5518529514147253,0.7201030725100117,0.5092709033500127,"{""type"":""MultiPoint"",""coordinates"":[]}"
00002a4cff9fbe90c8e1,4915,10013,Urban area,15956,541336,34,5031,64304,3365,SAU,20,-0.3966286925329669,0.015224337809685013,0.14633753924244405,-0.938418408302939,-0.02070689814710735,0.04895604566284155,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006440fc079f4c2af4,424,2339,Urban area,173041,1062239,6169,530860,68621,15070,YEM,20,0.4577889192305032,0.08949640867351204,0.11148329688495216,0.09205559208433575,-0.02856593461279364,0.22736640509963632,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001b788caed9fb38ff,4920,2340,Urban area,55260,375406,7875,225603,118691,2281,DJI,20,0.26686934971009796,0.10504205307102271,0.18419451535628845,0.143435281484155,0.13060355234220097,0.11678229984580339,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000272b6283de3d2773,4921,10139,Urban area,178843,40452,1098,783179,606,857,SOM,20,0.09119951806122226,0.23893006326366434,0.38588902831290045,0.08723661053190972,0.2748616441260136,0.16270442390735484,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000027280fee2f5cf87,1623,10138,Urban area,159472,56939,73,465725,11133,909,ETH,20,-0.05447075282154222,-0.01585235773680901,0.111915456518235,-0.07971232073382344,0.127993525668244,0.07974715155763179,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e377e374e883c869,1624,10190,Urban area,33668,15237,0,115525,83666,1604,ETH,20,0.3157534261715153,0.5493071660995417,,0.19066823039226674,0.471388215295458,0.31406276771776553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00004cbcfe524c5038bd,1625,2344,Urban area,71083,20714,91,2465,234080,6367,ETH,20,-0.0625156324707411,-0.07022696728353651,0.23260193011321909,0.2758479235569684,-0.06393216324445468,-0.15996167295111596,"{""type"":""MultiPoint"",""coordinates"":[]}"
000086b58743f53b7fd3,1628,10153,Urban area,223983,213362,0,561482,389510,10747,ETH,20,0.27132945333125236,0.46319574750482234,,0.20221209335432974,0.7193200893651198,0.27074947414755324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00002e039b343305beb1,4926,10148,Urban area,70356,23197,114,97101,163769,3355,ETH,15,-0.18099104426297316,-0.13891409922779302,-0.3416408863198423,-0.08860978732107139,-0.008476027649592476,-0.050100277689151825,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001a03a8faffee8eec,425,10142,Urban area,1772844,1898437,3958,1240646,4780759,208295,ETH,20,-0.03431750097464522,0.2965010187646463,-0.3776640239096568,-0.44126489219985404,-0.19301793192619882,-0.3771190031426959,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f9c5f7059e17f44e,4937,1104,Urban area,199044,62201,146,799084,77879,121,SDN,20,0.270660868927236,0.23200215192653312,0.11324288605736506,0.2884277375441399,0.30845379696563674,0.5502050038860617,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000037722f2eb580582,1631,10232,Urban area,139936,20551,0,604973,1929,66,SDN,20,0.7053591923259886,0.7341991030604421,,0.8226776898499751,0.50748268735011,0.9083251228812337,"{""type"":""MultiPoint"",""coordinates"":[]}"
000016808d5261918262,1632,10086,Urban area,187351,224773,24,325146,87431,45193,ETH,20,0.179667296507965,0.251978355224453,0.01523351641834895,0.13033460553536066,0.24629669665945517,0.1927959163720615,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003790833870381118,1633,10055,Urban area,110819,70366,,278168,127987,2177,ERI,20,0.7025139067962598,0.9601140950771783,,0.8698030197861265,1.265248681691531,0.7524535260519127,"{""type"":""MultiPoint"",""coordinates"":[]}"
000061ca983c052f2da4,4951,1748,Urban area,15823,6887,,63508,2092,1104,ERI,6,0.48418511226053296,0.486221740288246,,0.4414927223102401,0.4235962623647186,0.4955179771783875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000bfa6a6ef5cc61011,426,10230,Urban area,208100,64483,465,755620,1931,2904,SDN,20,0.592114403253318,0.3950600559212403,-0.32405679170230983,0.770545125030646,0.2721530627964715,0.5466509285266848,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a9ae0200455b42f6,1637,10237,Urban area,810386,270142,1062,1474112,24301,1440,SDN,20,0.6160801780957809,0.9812761528605015,0.6920685746309239,0.9936123890936911,1.1537207373385212,1.2574573397295588,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000809ea780fc4bb18e,4957,10238,Urban area,26803,15832,0,159120,3521,,SDN,20,1.2513625100564345,1.217459894915272,,1.2541608690825743,0.9165592876441485,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000063ec886aedc77192,427,13,Urban area,6284303,2872371,35956,16099352,262386,8745,SDN,20,1.0714673938263626,1.6696542536388241,1.3531417962278616,1.6508856311351674,1.8645273743119657,1.5483091935778786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009ac2b01248808b7a,4960,3616,Urban area,172282,14085,,764068,,193,SDN,20,0.4046770102070142,0.6299108041836201,,0.6062229922150087,,0.5396896265299844,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008b714ac66112ef20,4961,3625,Urban area,312306,66832,0,810558,5374,1321,SDN,20,0.7777555787230563,0.9288350232021831,,0.9384358674905621,1.4184159461374182,1.1315635735596332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f340d4203ea0b858,4963,10241,Urban area,261767,94613,,1160201,2772,130,SDN,20,0.23202612875852652,0.37778641292700954,,0.24221083887403164,0.22162611011296152,0.5309162440959954,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003884472ce6fc35bc,4965,363,Urban area,141355,49980,4,347962,2810,326,SDN,20,0.3841252545780909,0.21067210344648155,-0.2814635665107552,0.49938885298815017,-0.24636598341395127,0.3028504501554907,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d882243a0ffa0c2b,4966,10239,Urban area,41625,9992,2,168703,2801,77,SDN,20,0.5732781653069272,0.7781647205776009,0.4158985417809262,0.5261072589910579,0.9096691463559513,-0.050686824072762704,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a79eb9b24f2ffc7b,4969,10246,Urban area,217141,94481,28,355073,75094,1667,SSD,6,0.3509269389242165,0.5444614976150939,0.43209129840619703,0.621257223327758,0.738109337839027,0.7858277699135999,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000d38a9073b4f3dbe,1640,2635,Urban area,502069,24035,24731,627008,207,0,SSD,20,0.6710054985813942,0.985441237970272,1.0297675996600262,0.8326024224632617,0.8992426922836003,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009c4b886c50a8e218,1641,3670,Urban area,105236,6565,2268,207305,5912,4868,SSD,20,1.4469369395642226,1.5697570575704738,1.3107480544623462,1.4012603367272622,1.513512640129808,1.4704839965047547,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000542f8b939e03f5e4,4974,3677,Urban area,200549,12937,16489,162803,4237,3537,CD,20,0.682690926314002,1.1641535089729278,0.9305676421907112,0.9492182690031898,1.1209560053624144,0.6198190778194569,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008e6fe5f7fe55c785,1642,9039,Urban area,212558,22932,1597,936674,71860,2405,CD,20,1.1858606802569704,1.4593289204207487,1.4382672112416202,1.4039183330392184,1.5777612640248548,1.563094122092526,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007191b3476ec82daf,4982,10247,Urban area,306777,15250,3698,104325,266,5183,UGA,15,0.4607113694736675,0.7854359892515793,0.39628327671143854,0.6507310070600228,0.769487811227227,0.7013867294594152,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e0c09494303e4562,428,10323,Urban area,3322821,943977,802018,3591462,1371584,490244,UGA,20,0.6925365833553232,1.2832168032506797,0.671077348711341,0.9354226855649496,0.8696841852344781,0.8066391864991398,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b731c05d4ad5853d,4985,10324,Urban area,284242,28519,43262,188844,35225,33072,UGA,15,0.13705668595917078,0.14968289628017822,0.153062275432528,0.19867550803212142,0.15385883293381789,0.12481554076448215,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005ab53cc7140dabe4,1645,10321,Urban area,459409,124906,279,295787,7985,30580,KEN,20,0.3944895414456731,0.6263228803211354,0.03292602928955449,0.29890986030926375,0.4397673908520073,0.5141085578293335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006618c1d21b6b2299,10295,10245,Urban area,23064,27015,1032,75241,66965,8406,ETH,20,0.3896304861781359,0.331996725424675,0.3674212793068693,0.40920495054005385,0.3122523255577555,0.251142525299842,"{""type"":""MultiPoint"",""coordinates"":[]}"
000020b5ef90ac3f083a,1651,10329,Urban area,307883,478262,2619,134018,73353,37436,KEN,20,0.12268343494311043,0.35782145153680295,-0.07876450885208285,0.16043358648383937,-0.1075659947442652,0.43080459180692365,"{""type"":""MultiPoint"",""coordinates"":[]}"
00004f229356c199f7f4,1652,10327,Urban area,244913,133968,369,473259,40686,21157,KEN,20,0.3758292358476531,0.32634183057594013,0.6059357326334786,0.18476465787573673,0.516430998019599,0.4474097337520342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d738023141a53f1d,430,9294,Urban area,1565857,2667775,46860,1340716,2233731,412969,KEN,20,0.5012247901138526,0.7371601537249848,-0.4502878000483568,0.39658213694878386,0.8375552031945238,0.3947647673389256,"{""type"":""MultiPoint"",""coordinates"":[]}"
000052ebb8c1b651850a,5011,1021,Urban area,127763,75621,14062,86111,367617,6844,TZA,20,0.017286045887685397,0.41214036320960684,-0.048673196671258065,0.10936002615911074,0.11343711265497353,0.11267303008798982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006ea74bedd6cc272b,5019,9033,Urban area,161173,67237,82,364586,122661,429,TZA,20,0.20569047506748145,0.2215184188905763,0.13503555553386085,0.21206998462584659,0.20574231903309528,0.11747938319188132,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009b522a536185b2c8,5021,9109,Urban area,408270,100671,69,532496,66956,11735,TZA,20,0.1654433986093853,0.3573178911832944,0.32441719224616833,0.17413659629598727,0.4397618721652003,0.03455428029841209,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003effaecaea750dca,1656,9111,Urban area,155236,48403,34,254382,90559,1483,TZA,20,0.03138574824053963,0.20070256498640923,-0.17578755664036538,0.005493891443963684,0.1708387026329579,0.06755175083265696,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000288c2eec0f8a642f,5022,9035,Urban area,157168,45197,53702,127449,151281,442,TZA,20,0.2900323695356019,0.40559079480739596,0.34226579580352395,0.20791096308883297,0.33012740781432515,0.5720714851358513,"{""type"":""MultiPoint"",""coordinates"":[]}"
000043773b38077c2ae7,431,9034,Urban area,1121865,1134898,499267,1045574,2249968,6106,TZA,20,0.32344118892457835,0.45516177778749317,0.4395573447511964,0.27864292528252527,0.4589167752302823,0.2843487239427688,"{""type"":""MultiPoint"",""coordinates"":[]}"
00004a37ddaa2f15e0d0,5023,1036,Urban area,89045,68750,103898,28302,269547,692,TZA,20,0.12421977035524003,0.21566360154879355,-0.007634202181884119,-0.04045743813656948,0.15291895011591053,0.11993121005422472,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b8999f3e48a0d072,432,9036,Urban area,297445,142917,0,719061,9318,318,MOZ,20,0.34452293440236237,0.1867157621775514,,0.5231050002311798,1.127091857496888,0.6619833348281436,"{""type"":""MultiPoint"",""coordinates"":[]}"
00002a23dcf3d93ec8b0,5025,9038,Urban area,328707,160936,6,1295742,87242,526,MOZ,15,0.3379567725194192,0.6543009602580856,0.4826376924335811,0.48988789815506084,0.8467529899748544,0.3611465785918386,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000299632211101c7fc,1657,9156,Urban area,706240,357388,1751,1191221,329053,6932,MWI,20,0.3812175842029469,0.6981583219542438,0.4844299667407231,0.30716453256011206,0.5684358824370741,0.7489607051516826,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000847753b7df0496f5,5028,2302,Urban area,211876,70748,365,357213,373443,6463,TZA,20,-0.0654399844696852,-0.24098115437155837,0.1473586686360857,-0.20279929699885454,-0.16437675327906306,-0.028322594131399415,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b509e2cc4f0507d6,1666,9135,Urban area,803672,368698,3260,1082193,655458,43850,ZMB,20,0.5936550306763353,1.0413625046629544,0.7702631459573067,0.7301355326866106,0.8929980734458067,0.7421923102255996,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000fb11d5bd23e4d6a,10307,9136,Urban area,53272,40262,361,105594,42790,22066,ZMB,20,0.04165460656051494,0.08135021185727047,0.021822307596441357,-0.030081038620765624,0.04304004768229765,-0.03454551709650739,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000633a4c70a395184a,1659,9139,Urban area,1165126,382339,13470,2496421,309977,15028,MWI,20,0.2561690513083763,0.35169969354146086,0.2608896228937775,0.37657114857139995,0.4214180151431952,0.39012711567496494,"{""type"":""MultiPoint"",""coordinates"":[]}"
000029123e28619353cd,5043,9157,Urban area,46877,38647,674,160726,8644,48,MOZ,15,-0.09585744054892407,-0.17275616948018183,0.04095849224229166,-0.03729807087479574,-0.2060762245570882,0.12801836802559782,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000bbe8b24e5ea915f2,1660,9169,Urban area,430335,114289,29,344498,42554,30701,ZWE,20,-0.02990310728751628,0.08977864198543692,-0.1311279281307405,-0.0704553047383711,-0.08508718239246385,0.004791402917653556,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000d61a3c2b4f853da,433,9161,Urban area,6592542,2007340,4200,4208481,3474260,320865,ZWE,20,0.6357648022377476,1.19122081315836,0.38519265651615525,0.8737799415506411,0.5643572474600244,0.33906098547780095,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008e3bf0038c4b0eff,1661,9164,Urban area,458620,62907,9,888826,3303,383,ZWE,20,1.0165352309811444,1.111535642906976,1.485713137930845,1.228584501759489,1.0245473762236474,1.1404224467033928,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009e75a86332e50ce5,1662,9171,Urban area,378659,134173,27,325398,135798,1159,ZWE,20,0.7278305262531272,0.7989142881322984,0.5344562887302511,0.6522859352067977,0.4530180015976721,0.42772952270050557,"{""type"":""MultiPoint"",""coordinates"":[]}"
000067ffca49a834733a,1663,9154,Urban area,2304115,1903418,6835,3613543,2211200,60145,ZMB,20,0.7527895536496443,1.3035819170927831,0.7031889020749025,0.9453210937653521,1.257168817848633,0.9681595005341546,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fdabb10d1f603ca2,442,9175,Urban area,1880290,647771,303,1455110,823930,25729,ZWE,20,0.7573248686450039,0.8288147848125514,0.21804779826557363,0.8569026859055757,0.4108681196883272,0.6015498836543066,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b6645e2e8c050ed4,5049,9163,Urban area,269990,78776,997,250424,262821,104327,ZMB,20,0.18458393326710604,0.3484755462741307,0.2566198301985277,0.12762993113962548,0.3981128619329494,0.31960280497199056,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000fcff789b022790b,1665,331,Urban area,781674,123845,339,961480,71210,6352,ZMB,20,0.48523566010648295,0.9079602589681861,0.20217017462928824,0.3537152795608838,1.1239252601771577,0.1850563731267953,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003da05266e45fefb1,5050,1026,Urban area,267304,76030,10,357192,43630,1283,ZMB,20,0.28712245374132545,0.358336122073189,0.6613824740753607,0.3550488251824011,0.6833646264779419,0.5432091469090895,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003da1d35f850ff1fc,434,9130,Urban area,1613652,553735,1234,1784891,184419,10991,ZMB,20,0.8527261799220599,1.2531425304528898,0.47926102526950054,1.0572747707683574,1.540791468737845,1.3170165704357053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e0d5f2c1a6877f08,1667,9129,Urban area,601441,163594,54,476156,84556,43038,ZMB,20,0.35430229636461547,0.9576257223801012,0.7353982397902386,1.067397558042834,1.791132065418328,0.9642160610030012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e57e35bc1e435548,5053,9128,Urban area,882075,229299,1254,645748,209636,1481,ZMB,20,0.5701418597349363,0.9879904800352267,0.7809303979091378,0.48612745972046917,0.941409868217678,0.8948580468929007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000094782d0fda3102b9,5054,9121,Urban area,463356,89741,3951,740394,192941,79506,CD,20,0.8045981212409407,1.1773345230607017,0.968458160464098,0.8527606672792243,1.2469466046175044,0.3989654507071799,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fb7955471a6d7a9e,1668,9123,Urban area,811970,312769,279,3676585,273679,49971,CD,20,0.5719716797313242,1.2339275833837733,0.9065482029889682,0.7755090961098661,1.1815407159147826,0.9167365120431287,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e31e4d1d1f076b0b,1669,9119,Urban area,396574,67610,1200,471233,155632,31963,CD,20,0.39362797087033174,0.7011147677202825,0.7301493681583292,0.5565723000185192,0.6939943294398493,0.5793224077201536,"{""type"":""MultiPoint"",""coordinates"":[]}"
000099545b59c259e7f1,5055,9113,Urban area,189525,11100,8579,293426,69574,0,CD,20,0.6822323108422242,0.9558824110724679,1.016977673209691,0.7862398408002789,1.0459456918190373,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f44c3bf84755a7d1,1670,9108,Urban area,1894179,34865,155869,254880,927289,844565,CD,20,0.6617080361350383,1.2810739561628712,1.1078454590912126,1.1555030728268216,1.3158793581003023,1.188421928286033,"{""type"":""MultiPoint"",""coordinates"":[]}"
000060f7bc786a3ccc17,5059,1023,Urban area,323378,47000,116,358022,12370,1735,TZA,20,0.361098235806908,0.6899969831236533,0.3711657790690964,0.44014965136905354,0.8153026863739317,0.6586312014910037,"{""type"":""MultiPoint"",""coordinates"":[]}"
000038e8053b35184840,1671,9090,Urban area,496191,425816,26423,752259,438007,3212,BDI,20,0.435287108703409,0.6810464736578185,0.530402854089143,0.3088039170412607,0.5308788892957143,0.577541735490189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f216f769e7ab55f8,1672,9074,Urban area,334568,127308,1481,1069370,133723,2129,TZA,20,0.42811088540061026,0.8318328630706975,0.3373367521765064,0.2654620133433617,0.6923981665277309,0.25808868713212796,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000351b673c534e4ba4,1675,9065,Urban area,1193583,420448,471222,905044,530051,31001,RWA,20,0.3255993238247081,0.6139277364477356,0.3299508884843135,0.4026639302031337,0.5982976319999785,0.35965882561560586,"{""type"":""MultiPoint"",""coordinates"":[]}"
000063e8a93d87bbb327,1676,9106,Urban area,783070,47929,154637,360404,454361,110594,CD,20,0.5187099566316669,0.692571621838772,0.5511997138760033,0.5473396604256879,0.670879325713859,0.5946740563075407,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003544f32681a9593a,5099,1706,Urban area,140782,5245,92159,87977,301335,109821,CD,20,0.3764864662726749,0.7157784057972785,0.4165973395326446,0.8117021155073418,0.6020241088096004,0.05422697713986437,"{""type"":""MultiPoint"",""coordinates"":[]}"
000096e031973835c4ea,10327,2300,Urban area,98448,7464,30219,30077,231307,19667,CD,15,0.09767560411411938,0.15674117812561067,0.09466114933687335,0.04048546352648963,0.07180054270817163,-0.06297798146710747,"{""type"":""MultiPoint"",""coordinates"":[]}"
