system:index,Code,FID_1,FeatureCla,city_name,count_0,count_1,count_2,count_3,count_4,count_5,country_iso3,hasPlace,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,pop_2010,region,un_region,.geo
0000c2febf54314897fe,1137,5352,Urban area,Campos dos Goytacazes,374582,344151,375,76408,1044717,5787,BRA,20,2.413891043437456,3.187460237695737,3.475448552754698,2.0815725023601064,3.408827663489304,1.7788368753427222,418229,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005f2633a39675bdd4,287,5249,Urban area,Maceio,543632,1150144,502,66052,876506,62525,BRA,20,0.6662419963900749,0.1634390407444114,-0.8950153148495457,1.1921840594123616,0.1597912973746128,1.3737436889375167,1154403,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cc2db9e50a64072d,1140,5251,Urban area,Aracaju,1219316,1082583,379,171925,1158097,41987,BRA,20,0.3451218254758165,1.4468003126922127,0.9456454897398824,-0.15973058869661566,1.1086260523364249,0.649961241522369,746544,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cddc644c8ba5e01e,4109,716,Urban area,Arapiraca,202794,206258,2,41668,253899,8303,BRA,20,-0.8216245306993031,-0.7561707565679582,-1.4359440166562862,-0.5785147495542655,-0.9759565904333799,-0.6080392767650272,181212,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000041e30c91071f1b9a,4111,5245,Urban area,Garanhuns,141041,105854,0,52979,172651,115,BRA,20,0.09250568163087282,0.051749848820792296,,0.11243129231937411,0.17327354699491132,0.14755552962306906,115249,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005340afaf0ea1d7e5,1139,5254,Urban area,Feira De Santana,712762,767870,9107,242753,1383908,32614,BRA,20,0.7073618124731503,1.732374917427173,1.690551671248067,0.6373526003669194,1.760012133603317,0.5920201805322326,509907,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008b6b48f769d578dd,288,5567,Urban area,Salvador,1175641,1775025,63093,96439,3685044,30648,BRA,20,1.1952953520552465,1.7368918959682895,0.6503228160008636,0.2774290224617002,1.443904729844851,1.0513201517872144,3343124,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000044fcb5db2f3180d5,4114,5253,Urban area,Alagoinhas,117864,105861,1267,86313,229596,6203,BRA,20,1.2443512551823575,1.741508972338348,-0.36559618949566536,0.9415281453259586,1.8379404907521886,0.3224462423410504,123939,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000515c4767ac10b3,4115,5283,Urban area,Teixeira de Freitas,102382,79904,136,213122,226505,2242,BRA,0,0.9987760520748628,1.2698451726313809,0.9678335028247573,0.8847372332380107,1.8507918513833241,0.25281430920943393,128967,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009ae49f7a37869d6d,4117,5276,Urban area,Porto Seguro,69835,38100,41,30614,112802,45,BRA,20,0.17484563307783402,-0.2978855184991237,-0.43617622033508463,1.3184826515830206,0.8194624291973162,0.06875171758065808,103841,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008960f6f7cc1a2bb7,10075,5261,Urban area,Ilheus,25594,28643,122,10964,56678,1009,BRA,20,-0.26530892183395005,0.8935906449182679,-0.8865256815898175,-0.312664512535858,0.6877819164112255,-1.4012765711250077,155338,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000124abb8a99b49e1d,4118,5260,Urban area,Itabuna,134778,120729,13803,65133,266551,239,BRA,20,1.7143291911113672,2.0711904389268097,2.285693241635935,1.3421126563241246,2.086954735836374,-0.6923884800877369,199570,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000796489dc1d7b218b,4119,5259,Urban area,Jequie,279713,98028,341,192364,194164,2446,BRA,20,1.0344068609517216,1.8994382086734807,2.733923145092594,0.6778932354534354,1.719229835781463,-0.41737898309792026,139346,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000626871afc60c97df,1141,5263,Urban area,Vitoria da Conquista,523844,331078,2,208516,475092,16830,BRA,20,0.2607973830603182,0.7481481200793659,0.09511762472939722,0.6029954055999696,0.48380765942695797,0.2117916201799883,274279,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ffc028ad87dbeb90,9738,2684,Urban area,Barreiras,104873,169375,0,58902,158385,2016,BRA,20,0.9067316669077178,1.2758139981635472,,0.32907336096227896,1.3770941707432474,0.5890030229380431,123535,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e0d7c8157bb39629,1143,5246,Urban area,Petrolina,687175,755675,0,167189,667125,50764,BRA,20,-0.2204227314287249,0.2364664011666103,,0.5356461969180241,0.04037812076687753,1.0952940304328573,379223,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e5299b4ce30f0e80,290,5225,Urban area,Teresina,714543,2001336,123,58402,811481,143522,BRA,20,1.595237266213882,2.175767506554563,-0.6705745082104416,2.2972513868324733,2.290120969375245,1.9509643460182697,900070,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003e4c5456d93215b8,1144,5237,Urban area,Juazeiro Do Norte,273515,520537,0,15600,400582,31656,BRA,20,1.180131038826577,1.8630807829079898,,0.03056644934764741,2.1977706707473628,1.2938814234790579,332034,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000045541958e7909422,4125,5241,Urban area,Caruaru,415960,326619,16,107978,518366,11697,BRA,20,0.38000392459754406,0.48455093947795913,-0.5286981924826719,0.2102681099494826,0.27237643545043366,0.415230945442056,278992,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a7e14bae381673c9,4130,2072,Urban area,Vitoria de Santo Antao,75068,59627,1,59752,115880,1536,BRA,15,1.2459076595970466,1.648170406937785,1.1594935898105447,1.0246097757319788,1.5147026854271535,1.0609372230363994,113301,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a28b9216a58b3ebe,74,5566,Urban area,Recife,1932819,2726163,4379,1603024,4083696,30575,BRA,20,1.3475757986179957,2.0316651064983446,1.4005828688591,1.232518346381581,2.2612280373615548,1.7074309068703915,3559092,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000bb682892ff0057cb,4127,5242,Urban area,Cabo de Santo Agostinho,22275,33296,48,15383,93844,129,BRA,20,2.517463762216941,2.621459658986034,2.3830170079023105,1.9099345016643612,3.052913135443116,2.3830170079023105,167783,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000066ec46a03b5f4caa,1146,5236,Urban area,Campina Grande,424386,645992,31,33907,741660,30860,BRA,20,-0.7118992159700893,-1.400251410970209,-2.257719170803411,-0.7202011777438503,-1.3211263713801227,-0.4286149359998612,366868,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000085cc54c1a167b210,291,5234,Urban area,Joao Pessoa,1219577,1638395,341,239381,1511604,81573,BRA,20,-0.8018104274743649,-0.7654272850157177,-0.8241099799715795,0.37248879929131057,-0.18917458509256554,0.10573418714396368,1004369,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a6aa32ccf628abe6,1147,5227,Urban area,Mossoro,318764,446511,0,35041,254682,158215,BRA,20,0.6777071565929813,0.9160066300255572,,0.39799773061369,0.7547015582077395,0.3341804420812067,236888,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d0c60c51653f19bb,292,5230,Urban area,Natal,1158354,2071449,77,162907,1272452,195004,BRA,20,1.561757533255697,1.5668902068138315,-0.23130989681222103,1.7669272566814387,1.586705113750044,2.052172080129521,1056387,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ab085bf63cfe37ec,293,5222,Urban area,Fortaleza,2146009,4978711,1128,222514,3879892,139122,BRA,20,1.3945175148869307,1.5658476892983706,0.5287138068803788,0.3907522681169943,1.9565373825783017,1.9694824738562655,3519526,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000dfef65b6ea65da08,4133,5221,Urban area,Sobral,88058,188872,15,6597,103157,1622,BRA,20,0.051214344621555545,-0.30602608014450733,0.5114593981312723,-1.4788034569262654,-0.27108696292228934,1.0240054024763336,166016,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000046dfd164c14bdca4,4134,5219,Urban area,Parnaiba,133388,393473,5,4881,118739,12933,BRA,20,-0.8814181861549854,-0.11122810697758018,-3.267043261122339,-0.5615400090476113,-0.19399248164837474,-0.12266073717500023,137374,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000bc4ae7de025aa57d,1149,5218,Urban area,Grande Sao Luis,1068989,1672596,5816,249554,1260261,86138,BRA,20,0.8720891588104102,1.5622047416170624,1.2831933174073287,2.1031045295809716,1.5049198316696937,2.313435486250313,1303803,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f42af87ded6f4d82,4136,1378,Urban area,Laayoune,90623,79180,2934,29282,298638,699,ESH,20,-0.2052583376671264,-0.6272753794580547,-1.1405289888368169,0.16865712054620016,-0.7237835541331327,-0.16437721430486057,226931,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a4bf703df8d961f1,1151,4195,Urban area,Tettauen,558972,252967,308,155168,527765,80263,MAR,15,0.005287485033600922,0.3606645381727876,0.4266283975102488,-0.009520680674772642,0.30972276274693383,-0.30038118526350605,412122,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000085d4a68f3bc675d0,294,4194,Urban area,Tangier,405939,376135,482,73778,878111,57085,MAR,20,0.6570111067485914,1.2266687086635848,0.0032087429373674446,0.05469547558730508,0.6958262173439327,-0.988006805742231,822957,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d994ff9cd6037f57,4139,4200,Urban area,Larache,63799,48622,290,2341,220493,2855,MAR,20,-1.2938461976226416,-0.8042912615639942,-0.648070353569804,-1.53066700643942,-0.08695869266141486,-0.5531231949249551,118691,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000c2ae9dfa20f11500,1154,4188,Urban area,Cadiz,42978,243372,,,22146,3650,ESP,15,-3.2864731479269103,-3.483342167652274,,,-3.413888552994258,-3.2227547483837253,125225,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e7cbf6d1b00a903c,4142,4186,Urban area,Jerez de la Frontera,154615,425114,4,1140,276116,73973,ESP,15,0.9960609613677659,1.2268870615224063,1.2297122411604136,0.39788475578030913,1.2962658436213184,1.1398126285472665,207729,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006eae1be90a773c95,1158,4170,Urban area,Huelva,187461,389310,12,1695,94832,23475,ESP,20,2.415444725872714,2.9059368498450815,2.601566878153515,1.8808333481633306,2.8761343321420116,3.534352252665528,147057,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003dca9e467a88f536,295,4312,Urban area,Dos Hermanas,1197640,2915049,116,12154,1193466,482388,ESP,20,0.8576486180785016,1.0248384358503346,0.4296554540045926,1.0014743540308881,0.5194145695964024,0.6454808242314217,124535,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cfe15875ec269f97,4147,2047,Urban area,Badajoz,128197,294757,3231,280,191914,23154,ESP,20,1.5015442119225764,2.0634926029373997,2.531082929165232,1.1270734359372676,1.440621879188067,1.3086062660422915,148719,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fe832ea56fb29754,299,4893,Urban area,Coimbra,746151,470070,20817,52427,451313,25902,PRT,20,1.1117367067267958,1.5832989274045062,0.7102924965386396,0.7382421472625641,1.4935071688405894,1.635199943390999,105493,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e1a1019d0dd90045,17,7,Urban area,Braga,22419661,10446666,1312441,324521,13056294,324776,PRT,20,0.33921395585545094,0.774513159774552,0.4027387618436384,0.2828503940832761,0.6179557321996132,0.4943787569618106,135361,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000583b15ba177ab424,1171,4834,Urban area,Ourense,338749,360561,24885,7251,163679,6363,ESP,20,2.255706690897238,2.742379471741304,3.329094042134652,2.580660387844266,3.2376784303385047,2.7178154517378807,107340,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001490bf445a2509aa,301,4840,Urban area,Vigo,807244,720584,75659,21256,930204,25425,ESP,20,1.1861893176496026,2.0554784713794776,2.004425316032373,-0.0026492985296270193,1.133553209423219,2.5370245648503746,293511,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ce3084e7e9c67ec0,1166,4800,Urban area,La Coruna,654566,916849,13210,1277,389671,23431,ESP,20,0.7814903303986428,1.4833634033066547,1.8320350241655419,1.6536373559256794,0.9762622256206002,1.294979207624917,243875,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fa4164a609cc8ab5,1177,4792,Urban area,Gijon,436121,751331,15974,543,435500,38890,ESP,20,-0.21226756080110132,-0.054410619144958094,-0.21384032759417634,-2.363554487335992,-0.8615780318864171,-0.8121151023366332,275535,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000040c912676f6ba80e,1178,4797,Urban area,Oviedo,432427,628810,10532,58,321995,21159,ESP,20,1.1521681854755212,1.4709346936421968,1.180864062264125,1.5360434506103575,1.3648798265437363,0.44344014588603164,221659,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e6747a263c851773,302,4920,Urban area,Leon,679014,584251,6199,3525,416993,66896,ESP,20,1.2350070054264308,1.6123233733168638,0.8594324167089702,0.29633107770630446,1.5326239105440327,0.7508420260814539,131345,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000019b6ab0347a25bf9,1194,4879,Urban area,Salamanca,440009,504861,118,1807,281849,128554,ESP,20,0.8820011848018562,1.0762376244650624,2.4970451221941286,0.16226774201221209,0.9399872702477433,0.9606339229186622,152280,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000062e9c4162afc4334,18,468,Urban area,Madrid,9685952,12590830,9991,312324,9123949,2421078,ESP,20,-0.08628802158162711,0.04154362870080873,-2.6252083597851525,-1.6452506135921183,-1.3976638561409125,-0.5059552572990019,5787392,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008a9a5f2713eb0a5a,307,4824,Urban area,Logrono,256992,492881,8,640,195491,58436,ESP,20,0.7005854857904096,1.0587008665962359,0.7067481872511792,0.5186356162284447,1.1506486934824927,0.7178555862809923,149913,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000087c9c5efd081003a,1204,4922,Urban area,Burgos,340602,564735,69,748,219668,72825,ESP,20,0.5388216921008213,1.1493417680798583,-0.12711216788338456,-0.6300242696027426,0.4694693392493505,0.4699888844624945,177115,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000077d653762de4ecab,303,4923,Urban area,Valladolid,1345840,1269617,594,18189,582444,229734,ESP,20,1.1725441156840601,1.593576581750375,1.1386638913483034,1.0782386303682217,1.0448271945366427,1.0772472876959818,312332,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ac96ce49fa853a6d,305,4914,Urban area,Bilbao,1343493,2217698,22887,567,887205,55809,ESP,20,1.2546254195270363,1.765329624465666,1.5194588248745178,1.2386720131301945,1.608501049071989,1.315504176865983,351171,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a714c9bed777a1c5,306,4919,Urban area,Vitoria,370355,1024750,1478,38,234475,28644,ESP,20,1.681531686781705,2.1109840880604485,2.1711843462598384,0.9856400981379819,1.9520291496841546,1.7675978364482197,237411,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000473f26afd6a21e24,308,4916,Urban area,Pamplona,603854,979013,448,3874,464478,92921,ESP,20,0.9718535709622808,1.1781179418456025,1.1687220832700524,0.517196727927669,1.0421195836859531,0.7055128213835085,194297,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009b6bf04bbc47ea8f,1212,4791,Urban area,Bayonne,452383,588170,8088,218,1355905,36723,FRA,20,1.313201384047009,1.8167425171776839,2.1121498589972965,-0.4945221009255656,1.5774431334983512,1.4950846210042736,231772,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000078d795248bf1066b,1213,4803,Urban area,San Sebastian,414421,586905,4295,0,420661,25089,ESP,20,0.057425278463362574,0.08591299692088464,0.40828142162716374,,-0.4607716362437576,0.07900972926385655,184542,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007f852f7be0de3daf,222,8506,Urban area,Bordeaux,2661442,3516197,346661,38632,7343162,76393,FRA,20,2.6494012982231427,3.4318684877127335,4.600363852882036,1.0420650084587033,3.143075453517027,3.0559135093994025,843425,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000324b2a10502f74c4,309,8517,Urban area,Pau,290171,668546,59291,85,1091894,24990,FRA,15,1.2729883379484674,1.8618220985128489,3.0980884972377507,-0.36820255182590955,2.10062621006082,1.950924000248467,197611,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001735472938d214be,310,4856,Urban area,Zaragoza,1011805,1797199,381,6742,756153,162181,ESP,20,1.3611436533120267,1.4298861793390039,0.5508100525762637,0.016810559520435725,1.0905343419400222,1.4095527673942787,669301,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007514ae8bfc5480b6,314,4310,Urban area,Elche,381478,568182,72,171188,172533,57292,ESP,15,0.2580734534623736,0.4114146181362772,-0.2993096725944871,0.11547027144414393,0.46007230030540824,0.21778067336653834,222753,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000062cf97b6ce5b615b,1234,100,Urban area,Cartagena,266737,386178,1587,5207,327373,20486,ESP,20,-0.8489667433618121,-1.128806172569692,-0.561417007334482,-0.3397030255248213,0.020052477121233845,0.1824972149917131,211318,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005d45fb1d1ac0f62d,313,4311,Urban area,Murcia,1096063,1423167,10012,206707,969360,71250,ESP,20,1.0607267107694238,1.148325160921522,0.6852065663616769,0.6866050644393183,0.7937126038902085,1.4178598074068056,428064,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
