system:index,Code,FID_1,FeatureCla,city_name,count_0,count_1,count_2,count_3,count_4,count_5,country_iso3,hasPlace,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,pop_2010,region,un_region,.geo
0000e7d508cf13641865,1127,5374,Urban area,Macae,310536,192043,390,40675,318674,7406,BRA,20,0.3372968459045108,0.36510720433807214,0.24134088600171946,0.4368997606077938,0.45485647308190724,0.5703439756650295,202040,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000068d2a6a0740325b8,283,5397,Urban area,Cabo Frio,372575,158416,2570,295933,637368,7068,BRA,20,0.06761087864449204,0.4028959289654873,0.005575349410583453,0.7575208511836012,0.5071911973928546,0.35123187098038,140127,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f8164665ed3c7120,284,5398,Urban area,Araruama,211253,103012,203,583085,327626,2058,BRA,15,1.4631252292960484,1.9110821984333488,1.7696163464509207,1.4324992894687574,1.8052098350108865,0.9948168399432942,106170,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e96512556bb0f6f1,1129,5368,Urban area,Nova Friburgo,198662,176671,2147,36219,192523,1955,BRA,20,0.32992986784679723,0.52441536227242,0.4553300849876283,0.6099387955964571,0.47999275052899737,0.1455262254433323,159307,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000eaee8c4fdd510c45,4082,2692,Urban area,Teresopolis,178113,141089,2088,49969,274372,3270,BRA,15,0.5150633190910695,0.8013771987869066,0.6056797999143426,0.6797222220354737,0.6891066346838172,0.18754653461556445,145911,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000087785abc66e02493,1130,5349,Urban area,Juiz De Fora,807685,548299,4153,36232,1251089,676,BRA,20,0.785198418841501,1.0733761500923251,0.610787384108876,0.7614196540898439,1.1460950214182437,1.021381359248993,509834,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e871dae88faf7c13,1131,2691,Urban area,Petropolis,320915,181034,4403,83281,214126,1517,BRA,20,0.13750874683802763,0.1477308942564775,0.2199244602623119,0.09459287059468229,0.20344669199346277,0.13842725933409203,281194,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a5cfac5e010c28d5,16,491,Urban area,Rio de Janeiro,9738958,7105039,1350452,3410136,20540979,126320,BRA,20,1.4037273424811323,2.314394269495173,3.7574728624175275,1.9238810481321555,2.875934389823271,0.622271700926226,12373884,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d0c3995cd1ce77c7,4083,5401,Urban area,Marica,132260,59859,1205,63985,288915,414,BRA,15,0.29040964023978094,0.5303388351571421,0.1462110974153206,-0.023119391446120116,0.34319947762164893,1.252208341747121,125491,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001c07097e8fbc34de,4085,5379,Urban area,Resende,132240,102018,2571,7551,247017,1597,BRA,15,0.5183181278531599,0.5822054693845474,0.6636718184518037,0.5411100429811336,0.7659082314788925,0.11661444450852383,112181,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d01eefd588afe4e9,1132,5381,Urban area,Volta Redonda,768671,504505,67425,57908,1020805,2275,BRA,20,0.7295416954932732,1.3894786328703643,0.8804822191353188,0.4818829337129703,0.910124231569039,1.1639589596630626,432613,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000c391cfc23a7e81b3,1133,5315,Urban area,Divinopolis,454053,211142,709,114609,732203,141,BRA,20,0.8649198458260186,1.2503891176680582,1.131827792500031,0.6040252836977594,1.1267702050350483,0.6666184660099399,207245,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006d7ad0cd56795030,4087,5324,Urban area,Conselheiro Lafaiete,250829,82073,758,41205,398717,37,BRA,20,0.7352310105065271,1.0618168940958617,0.3605921765645726,0.38583807113616575,1.1570410922209942,1.6597849124348605,111137,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000d52c836fa7445b5,4089,2690,Urban area,Barbacena,160204,97808,978,38612,286490,7,BRA,20,1.3291107931691748,1.8441767806754616,1.515944995839744,0.8977098282120107,1.689305793737497,1.9484973111610036,115490,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fac3f85f099efe6d,72,5307,Urban area,Vale do A�o,3631913,4427575,14903,732053,11597189,26314,BRA,20,1.629490444212939,2.5250866985333973,1.6514234403535941,1.1463441512317487,2.520267085230149,1.6466146566490298,473491,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007f3bcc8cbadd0136,1134,5302,Urban area,Itabira,353782,366358,22978,48036,255590,501,BRA,15,-0.2714985655977028,-0.2761908570594472,1.292445209089149,1.7625791452784971,2.3163847264218145,0.2898324116968464,102202,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e850e5fb92b53a0b,1135,5297,Urban area,Sete Lagoas,359492,279728,41,199929,725396,671,BRA,20,0.8364132359083166,1.1617093269004315,1.1798893455580466,1.392571016468671,1.035028118047579,1.7916666752072328,208956,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f345aa1f45251e06,1142,5279,Urban area,Montes Claros,538904,479506,9,190707,995763,4473,BRA,20,1.3647064175263164,2.2115337036838074,1.9246353336729345,1.5110750178413368,2.376890110898515,1.0734642113218504,343916,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001f682e567246ba4a,4100,5292,Urban area,Governador Valadares,311165,270261,1059,196406,557113,1357,BRA,20,1.305721691474566,2.0322326676526674,1.5308762230943889,1.166395053319626,1.8921074063844041,1.7267003163802919,253176,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000081b16beabdb11116,10072,719,Urban area,Teofilo Otoni,76213,98646,1444,80957,138167,3,BRA,20,0.5324930864999216,1.0161778622764202,1.30832469213026,0.5658417561159299,1.2305280846664486,-0.07488628385993934,110012,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005aef097cb956e9fa,4101,5296,Urban area,Linhares,168395,138973,4408,2425,382675,258,BRA,20,1.834929368513476,2.121342142453099,2.63821214637314,2.477509961771509,2.254496403328189,2.250442058752683,121290,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008a80a1eeab7ebdee,4106,2485,Urban area,Cachoeiro de Itapemirim,172655,135567,659,90942,262340,1102,BRA,20,0.7322150982365085,0.9684758726182735,1.2592242109972531,0.8903442156329542,1.0345816345401826,0.48336231561038656,173426,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000c2febf54314897fe,1137,5352,Urban area,Campos dos Goytacazes,374582,344151,375,76408,1044717,5787,BRA,20,1.566408553675449,2.130377676665797,2.2807044834162884,1.2806671369451912,2.214105120544315,1.1466529168128843,418229,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005f2633a39675bdd4,287,5249,Urban area,Maceio,543632,1150144,502,66052,876506,62525,BRA,20,1.08557030569014,1.0297575927563496,-0.1928423198494432,1.2661938367479597,0.9978894022465563,1.2093677710355,1154403,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
