system:index,Code,FID_1,FeatureCla,city_name,count_0,count_1,count_3,count_4,count_5,country_iso3,hasPlace,mean_0,mean_1,mean_3,mean_4,mean_5,pop_2010,region,un_region,.geo
00000d52c836fa7445b5,4089,2690,Urban area,Barbacena,56,22,10,85,,BRA,20,1.3496282617468318,1.8202085346068764,0.7363148450452427,1.7276702861467863,,115490,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fac3f85f099efe6d,72,5307,Urban area,Vale do A�o,963,1136,195,3424,5,BRA,20,1.5201154026543868,2.5396316248884054,1.0675769146967513,2.5251091232197367,1.327896858075627,473491,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007f3bcc8cbadd0136,1134,5302,Urban area,Itabira,99,98,13,85,0,BRA,15,-0.5955833522358821,-0.309973909108189,1.697744446182956,2.467136245451077,,102202,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e850e5fb92b53a0b,1135,5297,Urban area,Sete Lagoas,108,67,56,223,,BRA,20,0.8425557140156344,1.1040430857742394,1.2948644152520559,1.0858214473582222,,208956,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f345aa1f45251e06,1142,5279,Urban area,Montes Claros,166,132,53,285,0,BRA,20,1.2962877027145263,2.1060152653392428,1.7644588650260504,2.425074902580626,,343916,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001f682e567246ba4a,4100,5292,Urban area,Governador Valadares,87,74,49,171,1,BRA,20,1.552841187370739,1.7697873168648315,1.061561431599421,1.8733108129714033,0.970866628969894,253176,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000081b16beabdb11116,10072,719,Urban area,Teofilo Otoni,22,24,27,45,,BRA,20,0.7101040690506727,1.0453973876568947,0.5029793071294977,1.15979239830406,,110012,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005aef097cb956e9fa,4101,5296,Urban area,Linhares,42,38,0,115,,BRA,20,1.8582902568458286,2.2086216793450983,,2.2132203972941724,,121290,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008a80a1eeab7ebdee,4106,2485,Urban area,Cachoeiro de Itapemirim,58,35,24,84,,BRA,20,0.7440276648404801,0.8899371658415882,0.883203692780859,1.0532220609953442,,173426,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000c2febf54314897fe,1137,5352,Urban area,Campos dos Goytacazes,111,87,20,300,0,BRA,20,1.4669711461043426,1.9861899848296174,1.3122532943206011,2.284704941819091,,418229,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005f2633a39675bdd4,287,5249,Urban area,Maceio,147,323,17,263,16,BRA,20,1.1295685262254833,0.9845217617697811,1.277613135990504,1.0294421293856348,1.2538089182701562,1154403,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cc2db9e50a64072d,1140,5251,Urban area,Aracaju,352,302,47,326,7,BRA,20,0.8926664250230317,2.188539963272348,0.3307408252430935,1.7256694572288043,0.9172962976126371,746544,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cddc644c8ba5e01e,4109,716,Urban area,Arapiraca,59,59,9,77,3,BRA,20,0.43914148273259346,0.6946619809902624,0.7773164246736672,0.7539981280450199,0.48535328487099344,181212,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000041e30c91071f1b9a,4111,5245,Urban area,Garanhuns,41,35,15,47,0,BRA,20,0.9576222911332649,1.0938535432723182,0.7613506044250735,1.1257199830346234,,115249,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005340afaf0ea1d7e5,1139,5254,Urban area,Feira De Santana,189,216,66,406,3,BRA,20,1.224868784231741,2.6914450543841366,1.1720550082526011,2.6077137240527604,0.29635140320275033,509907,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008b6b48f769d578dd,288,5567,Urban area,Salvador,259,489,26,1147,6,BRA,20,0.9083450398508294,1.4118596270228607,0.26707294822853933,1.1277927529437304,1.1255023321534547,3343124,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000044fcb5db2f3180d5,4114,5253,Urban area,Alagoinhas,37,27,28,60,0,BRA,20,1.531108222939573,2.010623477722464,0.6647887794932389,1.991316856145687,,123939,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000515c4767ac10b3,4115,5283,Urban area,Teixeira de Freitas,22,27,66,71,,BRA,0,0.7023584432815546,0.9385931331139511,0.987271076450513,1.135120874728091,,128967,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009ae49f7a37869d6d,4117,5276,Urban area,Porto Seguro,21,12,7,32,,BRA,20,0.2924125595911179,-0.14077721868932289,1.144603117461457,0.7401039282779587,,103841,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008960f6f7cc1a2bb7,10075,5261,Urban area,Ilheus,6,12,4,18,,BRA,20,-0.48852148031060766,0.7669994812863112,-0.25682747637970493,0.5098266492777856,,155338,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000124abb8a99b49e1d,4118,5260,Urban area,Itabuna,32,31,26,79,,BRA,20,1.0638960941493238,1.6695392202025996,0.8938425130484602,1.4376271426441396,,199570,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000796489dc1d7b218b,4119,5259,Urban area,Jequie,87,28,62,53,1,BRA,20,1.0779796402353412,1.6574584070174663,0.5929436096037184,1.7143013661657305,-0.6368381977595874,139346,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000626871afc60c97df,1141,5263,Urban area,Vitoria da Conquista,150,91,64,140,4,BRA,20,0.8119609709111757,1.5569986418490798,1.0433055788819725,1.590467014244267,0.5504310482908679,274279,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ffc028ad87dbeb90,9738,2684,Urban area,Barreiras,40,49,20,43,,BRA,20,0.8006368357181746,1.273832034168753,0.23275569775136398,1.2168435328015794,,123535,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e0d7c8157bb39629,1143,5246,Urban area,Petrolina,192,203,43,197,15,BRA,20,-0.3100125360538739,0.24975776971045127,0.04242111202425945,-0.19654199458015215,1.1773087361995755,379223,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e5299b4ce30f0e80,290,5225,Urban area,Teresina,206,614,10,218,24,BRA,20,1.4887296836722075,2.227347753699154,1.4891018304291919,2.169684834675248,1.826861393376478,900070,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003e4c5456d93215b8,1144,5237,Urban area,Juazeiro Do Norte,74,163,3,118,9,BRA,20,1.0391052492507016,1.8109003626754248,1.5212770454545723,2.1260591863127734,0.5287396659712726,332034,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000045541958e7909422,4125,5241,Urban area,Caruaru,120,94,26,150,3,BRA,20,0.9832726703288748,1.5339906654286575,0.6785588623836705,1.787523047251871,1.0975947997504296,278992,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a7e14bae381673c9,4130,2072,Urban area,Vitoria de Santo Antao,21,13,16,39,1,BRA,15,1.4752649451691116,1.9304404225150078,1.5083932618676135,1.7239240911600422,1.9659768164843925,113301,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a28b9216a58b3ebe,74,5566,Urban area,Recife,468,783,456,1238,3,BRA,20,1.2866949877599136,2.076786157647995,1.3400894307519953,2.462261758131812,1.0757737293483889,3559092,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000bb682892ff0057cb,4127,5242,Urban area,Cabo de Santo Agostinho,7,12,7,30,,BRA,20,2.1010896871309352,2.1494566781152464,2.3246220530780315,2.8815207214423872,,167783,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000066ec46a03b5f4caa,1146,5236,Urban area,Campina Grande,115,181,10,219,5,BRA,20,0.36930223412454694,0.10339988085620311,-0.3266174824386293,0.2784915546921784,0.6007358717936744,366868,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000085cc54c1a167b210,291,5234,Urban area,Joao Pessoa,340,469,68,446,21,BRA,20,0.027943101399577987,0.1393628089250897,0.850281768987426,0.8103872259912762,0.3469405799196378,1004369,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a6aa32ccf628abe6,1147,5227,Urban area,Mossoro,99,126,10,72,42,BRA,20,1.519958979981038,1.9584704141165563,1.110836070662466,2.2361319076084447,0.9999289163201632,236888,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d0c60c51653f19bb,292,5230,Urban area,Natal,303,628,32,347,50,BRA,20,1.5078727287264813,1.7545231182149978,1.8948914177805962,2.022904001597292,1.9096253033287474,1056387,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ab085bf63cfe37ec,293,5222,Urban area,Fortaleza,552,1433,50,1119,21,BRA,20,1.2937496822971473,1.7667922016002984,0.28749249712872593,2.116085832382002,2.0619921761432765,3519526,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000dfef65b6ea65da08,4133,5221,Urban area,Sobral,28,59,2,29,0,BRA,20,0.8618159602288686,1.1596868911486604,-0.1639056710467912,1.374013327150517,,166016,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000046dfd164c14bdca4,4134,5219,Urban area,Parnaiba,31,129,1,31,1,BRA,20,-0.09488151200070653,1.1192668266590755,2.3607190761094756,0.9530614225017936,3.0527347565626854,137374,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000bc4ae7de025aa57d,1149,5218,Urban area,Grande Sao Luis,282,511,78,362,17,BRA,20,0.6729921679729962,1.1797036048782346,1.571059742909825,0.9822513843999372,2.368265125177196,1303803,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f42af87ded6f4d82,4136,1378,Urban area,Laayoune,19,31,10,88,1,ESH,20,-0.22804402609235433,-0.7626902961616024,0.19759581254814423,-0.7873056448074978,0.27491652018190393,226931,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a4bf703df8d961f1,1151,4195,Urban area,Tettauen,162,63,38,157,22,MAR,15,0.061944792566000384,0.3461868107639077,-3.490071166801277E-4,0.37218184976393903,0.0457865719635393,412122,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000085d4a68f3bc675d0,294,4194,Urban area,Tangier,111,96,23,282,11,MAR,20,0.5488082514896183,1.0358870072992228,0.4361905990812556,0.4979786303832318,-1.4620093454538663,822957,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d994ff9cd6037f57,4139,4200,Urban area,Larache,22,11,0,60,1,MAR,20,-0.7124696223164865,-0.6850228223005129,,-0.0617196159950358,1.8716466590744858,118691,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000c2ae9dfa20f11500,1154,4188,Urban area,Cadiz,9,75,,5,1,ESP,15,-2.6493229665044424,-2.6966378315015804,,-2.7347686642905864,-2.5383240965563196,125225,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e7cbf6d1b00a903c,4142,4186,Urban area,Jerez de la Frontera,33,137,0,83,24,ESP,15,0.39018399371969614,0.757268140141195,,0.6825905867477049,0.6501893799748951,207729,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006eae1be90a773c95,1158,4170,Urban area,Huelva,52,117,2,22,5,ESP,20,1.3007273682181912,1.831233188878601,1.0853887594039904,1.6607633751264392,2.4555191941865915,147057,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003dca9e467a88f536,295,4312,Urban area,Dos Hermanas,320,901,1,346,116,ESP,20,0.6724679140513943,0.927374883210204,0.5581039028721193,0.593852058136832,0.6289058674263888,124535,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cfe15875ec269f97,4147,2047,Urban area,Badajoz,33,85,0,57,10,ESP,20,0.583844445747315,1.01850246840935,,0.6902444077160086,0.8224134188843083,148719,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fe832ea56fb29754,299,4893,Urban area,Coimbra,216,137,8,129,5,PRT,20,0.5853674246035906,0.927373994829819,0.13091136735686248,0.6914020409438857,0.9856118031936333,105493,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e1a1019d0dd90045,17,7,Urban area,Braga,6856,2581,24,3759,39,PRT,20,0.26389747413120984,0.685920993510073,-0.15779538631604295,0.46956279413891183,0.6643345822550493,135361,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000583b15ba177ab424,1171,4834,Urban area,Ourense,87,106,1,52,0,ESP,20,1.3216148171232038,1.747094794024623,2.3804412480877204,2.0373997843834633,,107340,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001490bf445a2509aa,301,4840,Urban area,Vigo,247,190,2,272,4,ESP,20,0.6812829863675215,1.4451910563150667,1.856573792858235,0.7173408270364015,2.167220916266203,293511,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ce3084e7e9c67ec0,1166,4800,Urban area,La Coruna,202,271,,104,2,ESP,20,0.30360207640606995,0.8295862561008919,,0.3960827998064986,-0.5199226354234341,243875,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fa4164a609cc8ab5,1177,4792,Urban area,Gijon,113,224,,140,4,ESP,20,-0.021877703511069966,-0.01448224062249003,,-0.7221837440794819,-1.8346144228782109,275535,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000040c912676f6ba80e,1178,4797,Urban area,Oviedo,116,188,,94,5,ESP,20,0.5559733270050167,0.8198309664827154,,0.7324446373540747,0.11985022993904419,221659,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e6747a263c851773,302,4920,Urban area,Leon,189,162,,122,23,ESP,20,0.7858630529737958,1.0566934142215059,,1.0232413119568435,0.4715268224597725,131345,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000019b6ab0347a25bf9,1194,4879,Urban area,Salamanca,120,146,1,82,41,ESP,20,0.5624029448131322,0.8342485571432636,-0.05680471207313076,0.7204654641031809,0.4404057908992371,152280,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000062e9c4162afc4334,18,468,Urban area,Madrid,2752,3502,73,2638,644,ESP,20,0.5605975189026803,0.8650079848138218,-0.8211921961212696,-0.2369916101751478,0.3582905338676925,5787392,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008a9a5f2713eb0a5a,307,4824,Urban area,Logrono,60,145,1,59,15,ESP,20,0.5009931376903034,0.8460610933847543,0.34317658331421086,0.818237539312131,0.5883197541530378,149913,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000087c9c5efd081003a,1204,4922,Urban area,Burgos,96,174,,59,20,ESP,20,0.39501483146989225,1.053025375704723,,0.4107640315710808,0.5588903266482985,177115,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000077d653762de4ecab,303,4923,Urban area,Valladolid,405,374,4,143,57,ESP,20,0.9918769278527566,1.5219503176189637,0.5962762578673306,1.0133987079505296,1.2174252743160119,312332,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000ac96ce49fa853a6d,305,4914,Urban area,Bilbao,347,665,,257,17,ESP,20,0.6149812695523313,1.0790212029516197,,0.8237540839299237,0.7728234462610598,351171,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a714c9bed777a1c5,306,4919,Urban area,Vitoria,92,301,,69,3,ESP,20,1.417116004610669,1.75016298867583,,1.614034875516264,1.1287892684560248,237411,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000473f26afd6a21e24,308,4916,Urban area,Pamplona,160,289,2,138,24,ESP,20,0.6947101486525955,0.8683177793496801,0.01035377491862377,0.727623628440038,0.6956087232221366,194297,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009b6bf04bbc47ea8f,1212,4791,Urban area,Bayonne,85,163,,446,3,FRA,20,0.7119131775121669,1.2073412263024303,,0.9952109387636277,1.215009534136783,231772,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000078d795248bf1066b,1213,4803,Urban area,San Sebastian,128,163,,122,5,ESP,20,-0.08788383681268781,-0.05546566613401973,,-0.5799446496591368,0.5884697895904673,184542,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007f852f7be0de3daf,222,8506,Urban area,Bordeaux,691,919,5,2204,14,FRA,20,1.450750604209966,2.0437657853504656,0.797820584127716,1.8303696281976531,1.4235036327020805,843425,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000324b2a10502f74c4,309,8517,Urban area,Pau,67,198,,323,4,FRA,15,0.6846687970189825,1.0939997688930128,,1.1267784625945954,1.5854149628929193,197611,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001735472938d214be,310,4856,Urban area,Zaragoza,261,554,2,205,32,ESP,20,0.9812441514860769,1.054213378782327,0.08296829126998517,0.9166713862318369,1.3321711721775369,669301,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007514ae8bfc5480b6,314,4310,Urban area,Elche,109,171,49,48,17,ESP,15,0.22873410678378783,0.352875418772234,0.06208783012782264,0.3795243857394877,0.13690630938851164,222753,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000062cf97b6ce5b615b,1234,100,Urban area,Cartagena,66,117,1,90,11,ESP,20,-0.6687005439900918,-0.7801028450664307,0.46477750830093,0.041788472422073925,0.40425883663927525,211318,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005d45fb1d1ac0f62d,313,4311,Urban area,Murcia,309,412,50,306,17,ESP,20,0.7208110939963842,0.8075752406538258,0.5195970482260954,0.5021848680630046,0.7423902657039105,428064,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00003ab99c63f943a56d,4245,4910,Urban area,Albacete,19,30,0,54,8,ESP,15,-0.07045394558393095,-0.03287917270299449,,-0.0035197685630937955,-0.06664494920911641,168720,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000018e134ab31ad5a8c,1236,4162,Urban area,Cordoba,85,216,12,146,16,ESP,20,0.31999480563365895,0.6606266254906078,0.4616894483786735,-0.09803136564075338,0.22867609086223872,325543,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00002beb07f008b47d70,4247,4163,Urban area,Jaen,17,52,0,44,7,ESP,20,0.4707965529395502,0.7026835060125408,,-1.0422994431425847,-0.6601680523002165,115943,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fc6fd2ab577ca4d2,316,4171,Urban area,Granada,185,220,14,370,43,ESP,20,0.38722439620659965,0.5818092236896107,0.33729541227223947,0.05528203943421303,0.055854984909106335,240957,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00008f4557ebc8407cb1,1246,4177,Urban area,Almeria,89,221,0,91,11,ESP,20,0.5966556545128743,0.16826079233279945,,-0.32588346645966076,-0.30713568614370873,186377,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000844f66d9aac75e18,317,4184,Urban area,Malaga,308,549,44,357,58,ESP,20,-0.5439712633216286,0.3293283409272198,-1.3818468925157188,-0.6526629668425846,-0.984768005162358,556338,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000cb47a44b227f0cc9,1242,4190,Urban area,Marbella,115,109,20,122,33,ESP,20,0.046155611348707985,0.25640523225111506,0.10204655519763024,0.13117849742945686,-0.04491752396206361,129800,Europe and Japan (E&J),Europe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00005eb2baf6bf042458,318,4198,Urban area,Nador,89,21,89,129,7,MAR,20,-0.09056622025828413,-1.0774354353702398,0.6319099852643311,-0.685417309200391,-1.416595892541725,134985,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007ea39487ddd2b8d6,1244,4207,Urban area,Oujda,155,38,57,262,13,MAR,20,-0.6002319993680106,-0.9743037559486291,-0.7716612289474671,-1.1274458262767302,-0.36941029422499977,448970,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00004a9d61f7e1ab2d16,1245,4206,Urban area,Tlemcen,27,20,49,48,1,DZA,20,0.626552817969378,1.714542369369612,0.007058842682111123,-0.06712653987157592,1.8507443977804883,177968,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000018e43bc56cec5084,4266,4199,Urban area,Sidi bel Abbes,78,89,69,58,30,DZA,20,-0.8629759094829572,-1.2686538296192105,-1.5262573529523311,-1.6101959343960517,-1.3483587277292368,217545,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000974995ebfbc3c040,77,8493,Urban area,Oran,281,409,206,424,19,DZA,20,-0.7148495187574971,-0.8471981142240542,-0.12924449885270722,-1.8620457618780766,-1.8281958101336455,819588,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00009e297ae4a750abf5,1249,4243,Urban area,Bechar,65,38,160,42,5,DZA,20,-1.5252796515890634,-2.0082734026892215,-1.6798825989134751,-2.1387634865946374,-1.3572562402178363,174124,Western Asia and North Africa (WANA),Northern Africa,"{""type"":""MultiPoint"",""coordinates"":[]}"
