City Code,City ID Number,City Name,Country ABC ID,groups
20932.0,2643,Tallinn,EST,"[{class=0, mean=[0.9191316018031355], count=[1228059]}, {class=1, mean=[1.5028705374186562], count=[2641266]}, {class=2, mean=[1.4364888900956998], count=[21213]}, {class=3, mean=[1.1429941389562357], count=[1942]}, {class=4, mean=[1.1106645678102556], count=[1350121]}, {class=5, mean=[1.1423173638709647], count=[234033]}]"
21147.0,2850,Reykjavik,ISL,"[{class=0, mean=[null], count=[0]}, {class=1, mean=[null], count=[0]}, {class=2, mean=[null], count=[0]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[null], count=[0]}, {class=5, mean=[null], count=[0]}]"
21819.0,3779,Valletta,MLT,"[{class=0, mean=[null], count=[0]}, {class=1, mean=[null], count=[0]}, {class=2, mean=[null], count=[0]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[null], count=[0]}, {class=5, mean=[null], count=[0]}]"
23256.0,3878,Podgorica,MNE,"[{class=0, mean=[1.2836140935260585], count=[572507]}, {class=1, mean=[1.5268517338785863], count=[424916]}, {class=2, mean=[1.6463230268464022], count=[12091]}, {class=3, mean=[0.9173890431359079], count=[123815]}, {class=4, mean=[1.4589303642375804], count=[470489]}, {class=5, mean=[1.56744728082601], count=[60898]}]"
21778.0,3712,Riga,LVA,"[{class=0, mean=[1.312337402422446], count=[2115954]}, {class=1, mean=[1.8022757848649062], count=[3733091]}, {class=2, mean=[1.9399383118444657], count=[141231]}, {class=3, mean=[1.5371665468960107], count=[15841]}, {class=4, mean=[2.0504654882269175], count=[2020111]}, {class=5, mean=[1.8052049205668033], count=[273553]}]"
22802.0,3735,Skopje,MKD,"[{class=0, mean=[0.17039244408251977], count=[1316083]}, {class=1, mean=[0.6895360507363877], count=[1117453]}, {class=2, mean=[-0.32548962481746], count=[15273]}, {class=3, mean=[-0.11913306620568163], count=[94958]}, {class=4, mean=[0.31426365858832367], count=[1834011]}, {class=5, mean=[0.5349108462473524], count=[112003]}]"
204745.0,1007,Durres,ALB,"[{class=0, mean=[0.14534443940743], count=[143066]}, {class=1, mean=[0.3250628643559865], count=[182969]}, {class=2, mean=[-0.29969624618190727], count=[4848]}, {class=3, mean=[0.09179558059433131], count=[91216]}, {class=4, mean=[0.06045371612627577], count=[527296]}, {class=5, mean=[-0.31994418769201766], count=[1005]}]"
20005.0,1008,Tirana,ALB,"[{class=0, mean=[0.5960481318448775], count=[404833]}, {class=1, mean=[1.4401310597967087], count=[312850]}, {class=2, mean=[1.2337064510454823], count=[11358]}, {class=3, mean=[0.4883201625270666], count=[201790]}, {class=4, mean=[1.2365637023454779], count=[1766542]}, {class=5, mean=[0.10884975869417331], count=[9822]}]"
20160.0,1191,Banja Luka,BIH,"[{class=0, mean=[1.1677419006920453], count=[386094]}, {class=1, mean=[1.8904107170426592], count=[371807]}, {class=2, mean=[0.8659127820322725], count=[10187]}, {class=3, mean=[0.5267682435086859], count=[23469]}, {class=4, mean=[1.7191638652586827], count=[406515]}, {class=5, mean=[1.0880349996042593], count=[126931]}]"
20164.0,1192,Sarajevo,BIH,"[{class=0, mean=[1.1434884746693559], count=[448604]}, {class=1, mean=[1.9112464803057163], count=[464213]}, {class=2, mean=[0.892614307315531], count=[29129]}, {class=3, mean=[0.3343017726687931], count=[37282]}, {class=4, mean=[1.4705427507149849], count=[878057]}, {class=5, mean=[1.439143660984626], count=[75909]}]"
21541.0,3486,Cork,IRL,"[{class=0, mean=[0.3154831324261916], count=[253435]}, {class=1, mean=[0.8565216086122734], count=[604153]}, {class=2, mean=[1.6282638080130356], count=[11730]}, {class=3, mean=[1.9989701491680343], count=[37]}, {class=4, mean=[0.8425983859833339], count=[1092357]}, {class=5, mean=[0.03601395530451785], count=[180282]}]"
22448.0,4468,Bratislava,SVK,"[{class=0, mean=[0.317225256067565], count=[1538070]}, {class=1, mean=[0.7978717429379425], count=[2120045]}, {class=2, mean=[0.1214721029158113], count=[19459]}, {class=3, mean=[0.2946551013317915], count=[23205]}, {class=4, mean=[0.6159632760103011], count=[1708812]}, {class=5, mean=[0.5139792950403501], count=[204742]}]"
22449.0,4469,Kosice,SVK,"[{class=0, mean=[1.024795212153049], count=[831064]}, {class=1, mean=[1.798880175817089], count=[791834]}, {class=2, mean=[0.7686856468083332], count=[5338]}, {class=3, mean=[0.062414105824003224], count=[45263]}, {class=4, mean=[1.1560465259168455], count=[882069]}, {class=5, mean=[0.9610877309541167], count=[99192]}]"
22474.0,4470,Ljubljana,SVN,"[{class=0, mean=[1.3935927177851521], count=[828859]}, {class=1, mean=[2.3355582325112287], count=[1049472]}, {class=2, mean=[1.8174094933315263], count=[24612]}, {class=3, mean=[0.7912258426444605], count=[3400]}, {class=4, mean=[2.0336275453256425], count=[1258406]}, {class=5, mean=[1.9477655418099098], count=[74966]}]"
22475.0,4471,Maribor,SVN,"[{class=0, mean=[1.2398667307814502], count=[392364]}, {class=1, mean=[2.0066588469203723], count=[490260]}, {class=2, mean=[1.1405922649865787], count=[3511]}, {class=3, mean=[0.6046246841531173], count=[2691]}, {class=4, mean=[1.5327628971257155], count=[572893]}, {class=5, mean=[1.7482758663108433], count=[58322]}]"
21542.0,3487,Dublin,IRL,"[{class=0, mean=[0.886565119460234], count=[1147502]}, {class=1, mean=[0.9841341107758166], count=[3826015]}, {class=2, mean=[0.4486905359388001], count=[12725]}, {class=3, mean=[-1.0330441112616278], count=[6]}, {class=4, mean=[0.9422700339291151], count=[4815351]}, {class=5, mean=[1.0587350248126772], count=[1980454]}]"
20863.0,2545,Rijeka,HRV,"[{class=0, mean=[0.7539462546368229], count=[618471]}, {class=1, mean=[1.3753224626777323], count=[310326]}, {class=2, mean=[0.9273707107884007], count=[58093]}, {class=3, mean=[0.7244574349105772], count=[132798]}, {class=4, mean=[1.2359119701358146], count=[901721]}, {class=5, mean=[1.3294535751225416], count=[16774]}]"
20864.0,2546,Split,HRV,"[{class=0, mean=[0.10290269185699155], count=[621654]}, {class=1, mean=[-0.07846576276507383], count=[439832]}, {class=2, mean=[-0.7553015894388712], count=[6077]}, {class=3, mean=[0.11536347940780782], count=[323151]}, {class=4, mean=[-0.14879490211381013], count=[397796]}, {class=5, mean=[0.09728706184199266], count=[56953]}]"
21883.0,3874,Balti,MDA,"[{class=0, mean=[0.16507095441285538], count=[502588]}, {class=1, mean=[0.35738019111762886], count=[369760]}, {class=2, mean=[0.03396039833758571], count=[10420]}, {class=3, mean=[-0.12966449724307239], count=[47281]}, {class=4, mean=[0.4551539026239203], count=[652627]}, {class=5, mean=[0.4240838319975354], count=[26524]}]"
21886.0,3876,Tiraspol,MDA,"[{class=0, mean=[0.948436580891512], count=[603204]}, {class=1, mean=[1.5060156868174492], count=[474891]}, {class=2, mean=[0.9948395013677019], count=[108130]}, {class=3, mean=[0.6227849711545272], count=[148908]}, {class=4, mean=[1.1160645777845017], count=[993207]}, {class=5, mean=[1.3589383906136796], count=[9438]}]"
20865.0,2547,Zagreb,HRV,"[{class=0, mean=[0.9879966939299177], count=[2111321]}, {class=1, mean=[1.7459636112317183], count=[2131944]}, {class=2, mean=[1.5439324252389235], count=[63636]}, {class=3, mean=[0.18145383474907587], count=[28857]}, {class=4, mean=[1.4560474268387802], count=[2448927]}, {class=5, mean=[1.4274298212971317], count=[271154]}]"
21885.0,3875,Chisinau,MDA,"[{class=0, mean=[0.42250623711448243], count=[1395308]}, {class=1, mean=[1.0009400171033698], count=[2072848]}, {class=2, mean=[-0.06084615958729728], count=[74715]}, {class=3, mean=[0.081062056274291], count=[78262]}, {class=4, mean=[0.5020390192830245], count=[1942383]}, {class=5, mean=[0.5172654668699916], count=[151391]}]"
20892.0,2570,Aalborg,DNK,"[{class=0, mean=[0.4775369707261848], count=[436336]}, {class=1, mean=[0.7051002886875729], count=[957323]}, {class=2, mean=[0.3379191644180027], count=[22829]}, {class=3, mean=[0.10416593624968229], count=[82]}, {class=4, mean=[0.7951182159845467], count=[1093069]}, {class=5, mean=[1.093985697147679], count=[165161]}]"
20893.0,2571,Arhus,DNK,"[{class=0, mean=[0.7181977818066103], count=[739938]}, {class=1, mean=[0.9231803979834352], count=[1708481]}, {class=2, mean=[1.0185778748749577], count=[39908]}, {class=3, mean=[0.47826671954173405], count=[39]}, {class=4, mean=[0.8368397900933698], count=[2199043]}, {class=5, mean=[0.8297118611647886], count=[409941]}]"
20895.0,2573,Odense,DNK,"[{class=0, mean=[1.3657302013796633], count=[849935]}, {class=1, mean=[1.6569846320545731], count=[1188150]}, {class=2, mean=[2.5010614905961583], count=[28922]}, {class=3, mean=[1.1348802035199483], count=[2]}, {class=4, mean=[1.5123064993174964], count=[1940845]}, {class=5, mean=[1.5683870925535142], count=[265346]}, {class=6, mean=[null], count=[0]}]"
20894.0,2572,Copenhagen,DNK,"[{class=0, mean=[1.1630167001166893], count=[1240215]}, {class=1, mean=[1.2572193307745474], count=[3492990]}, {class=2, mean=[1.190987304057903], count=[9722]}, {class=3, mean=[-0.10073774121239353], count=[455]}, {class=4, mean=[1.3160035925826152], count=[5343253]}, {class=5, mean=[1.4361638694039442], count=[785833]}]"
20102.0,1106,Graz,AUT,"[{class=0, mean=[0.921126767798484], count=[1000235]}, {class=1, mean=[1.6297149271189018], count=[1375274]}, {class=2, mean=[1.8087568465080917], count=[62155]}, {class=3, mean=[0.4501896382042953], count=[9136]}, {class=4, mean=[1.2568588393852547], count=[2241653]}, {class=5, mean=[1.1900148354342877], count=[107442]}]"
20103.0,1107,Innsbruck,AUT,"[{class=0, mean=[1.1621116039054562], count=[286325]}, {class=1, mean=[1.5852797829055192], count=[646342]}, {class=2, mean=[1.7216017976405746], count=[901]}, {class=3, mean=[1.5440023847727316], count=[32]}, {class=4, mean=[1.540578502783331], count=[671943]}, {class=5, mean=[1.6766779474575868], count=[73859]}]"
20105.0,1108,Linz,AUT,"[{class=0, mean=[1.0637943799549212], count=[1074179]}, {class=1, mean=[1.9312757684693214], count=[1741490]}, {class=2, mean=[1.3165593535343947], count=[12779]}, {class=3, mean=[1.8520053369797498], count=[1920]}, {class=4, mean=[1.3664225886385226], count=[1308286]}, {class=5, mean=[1.387799588806807], count=[283507]}]"
20106.0,1109,Salzburg,AUT,"[{class=0, mean=[0.6402049153065067], count=[591832]}, {class=1, mean=[0.9842881548136324], count=[759550]}, {class=2, mean=[1.282286581509983], count=[7970]}, {class=3, mean=[0.8944271550547813], count=[393]}, {class=4, mean=[0.7946633073006077], count=[1000471]}, {class=5, mean=[0.623547460403291], count=[145372]}]"
