City Code,City ID Number,City Name,Country ABC ID,groups
21785.0,3731,Klaipeda,LTU,"[{class=0, mean=[0.8970120048185843], count=[478545]}, {class=1, mean=[0.9756231283221072], count=[929909]}, {class=2, mean=[0.6079588327805625], count=[12751]}, {class=3, mean=[0.6403396693064795], count=[460]}, {class=4, mean=[0.4785487578150264], count=[479348]}, {class=5, mean=[1.0946239684818813], count=[64573]}]"
21787.0,3732,Panevezys,LTU,"[{class=0, mean=[1.8277936142709375], count=[410379]}, {class=1, mean=[2.2785313296245313], count=[570753]}, {class=2, mean=[1.406603150149855], count=[1275]}, {class=3, mean=[0.8602095526618242], count=[5390]}, {class=4, mean=[2.3467196661328877], count=[639181]}, {class=5, mean=[2.643800939563024], count=[72222]}]"
21788.0,3733,Siauliai,LTU,"[{class=0, mean=[0.9900216260374838], count=[306676]}, {class=1, mean=[1.2574918405826476], count=[613504]}, {class=2, mean=[0.8649285629314706], count=[3171]}, {class=3, mean=[-0.13402219999877932], count=[8187]}, {class=4, mean=[1.0187623555064043], count=[711643]}, {class=5, mean=[1.0139160906649918], count=[48819]}]"
23565.0,4238,Braga,PRT,"[{class=0, mean=[0.9613653298523952], count=[1304862]}, {class=1, mean=[1.4540069496490846], count=[768153]}, {class=2, mean=[0.9383409219237955], count=[88701]}, {class=3, mean=[0.7469970989413194], count=[25565]}, {class=4, mean=[1.2841582902495436], count=[1015472]}, {class=5, mean=[0.9369705529538807], count=[34960]}]"
23566.0,4239,Coimbra,PRT,"[{class=0, mean=[0.457837006044098], count=[621857]}, {class=1, mean=[0.7149723013088729], count=[426975]}, {class=2, mean=[0.25853609407134703], count=[16717]}, {class=3, mean=[0.25908715754467804], count=[42138]}, {class=4, mean=[0.5494373420261117], count=[436201]}, {class=5, mean=[0.6755549181033988], count=[25509]}]"
23564.0,4240,Funchal,PRT,"[{class=0, mean=[null], count=[0]}, {class=1, mean=[null], count=[0]}, {class=2, mean=[null], count=[0]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[null], count=[0]}, {class=5, mean=[null], count=[0]}]"
23245.0,4460,Kragujevac,SRB,"[{class=0, mean=[1.053849925553524], count=[209105]}, {class=1, mean=[1.5050112726189313], count=[244636]}, {class=2, mean=[1.75372513585475], count=[12145]}, {class=3, mean=[0.4049284175759607], count=[28212]}, {class=4, mean=[1.2639016685565228], count=[504904]}, {class=5, mean=[0.6605626209601277], count=[112829]}]"
23252.0,4461,Nis,SRB,"[{class=0, mean=[0.8296206892776299], count=[413836]}, {class=1, mean=[1.0772263139354765], count=[318472]}, {class=2, mean=[-0.09625757995418124], count=[9937]}, {class=3, mean=[0.9878604253458221], count=[14342]}, {class=4, mean=[0.9466290553538189], count=[705485]}, {class=5, mean=[0.6978854210074301], count=[171922]}]"
23253.0,4462,Novi Sad,SRB,"[{class=0, mean=[0.4054170779523506], count=[612630]}, {class=1, mean=[0.8503845016312447], count=[694267]}, {class=2, mean=[1.1518885659711653], count=[22775]}, {class=3, mean=[0.22251494161002713], count=[56197]}, {class=4, mean=[0.6695598372026502], count=[1095550]}, {class=5, mean=[0.16749571429751953], count=[236415]}]"
23258.0,4463,Pristina,SRB,"[{class=0, mean=[0.6315773619152686], count=[366392]}, {class=1, mean=[1.3791368124610714], count=[324253]}, {class=2, mean=[0.2874221369385216], count=[4603]}, {class=3, mean=[0.2517292248983396], count=[25924]}, {class=4, mean=[0.8384474380517356], count=[610867]}, {class=5, mean=[1.0728762077256044], count=[43075]}]"
21784.0,3730,Kaunas,LTU,"[{class=0, mean=[1.3198286451255714], count=[1094390]}, {class=1, mean=[1.7836468667629348], count=[1759693]}, {class=2, mean=[2.2779535755734606], count=[51601]}, {class=3, mean=[1.1302157247731335], count=[9953]}, {class=4, mean=[1.4539082685216702], count=[1934587]}, {class=5, mean=[1.3571344198978115], count=[293122]}]"
21789.0,3734,Vilnius,LTU,"[{class=0, mean=[1.6186854775131678], count=[1499623]}, {class=1, mean=[2.343932973611285], count=[2239752]}, {class=2, mean=[2.974345443239497], count=[42917]}, {class=3, mean=[0.7539772204655087], count=[55592]}, {class=4, mean=[2.0617717844441374], count=[1549610]}, {class=5, mean=[2.3409003367447956], count=[156160]}]"
22168.0,4242,Porto,PRT,"[{class=0, mean=[0.3818734518939233], count=[4424527]}, {class=1, mean=[0.6781683679731807], count=[2968328]}, {class=2, mean=[0.5514662733816237], count=[308120]}, {class=3, mean=[-0.05813825704456997], count=[12507]}, {class=4, mean=[0.5399419063427031], count=[3443172]}, {class=5, mean=[0.48147828026089273], count=[151703]}]"
23241.0,4459,Belgrade,SRB,"[{class=0, mean=[0.8717731632942854], count=[1613697]}, {class=1, mean=[1.206886621924837], count=[2074589]}, {class=2, mean=[1.0252520995825278], count=[165146]}, {class=3, mean=[0.6684020744695386], count=[40160]}, {class=4, mean=[1.0872972994069448], count=[3523845]}, {class=5, mean=[0.7579014299493166], count=[193481]}]"
22167.0,4241,Lisbon,PRT,"[{class=0, mean=[0.8297984593498978], count=[1708617]}, {class=1, mean=[1.0992452348994515], count=[2450230]}, {class=2, mean=[1.545247684805486], count=[9333]}, {class=3, mean=[0.10351627144947931], count=[30896]}, {class=4, mean=[0.8799324591970132], count=[1872315]}, {class=5, mean=[0.8222857470383622], count=[222375]}]"
20107.0,1110,Vienna,AUT,"[{class=0, mean=[0.008992080056279274], count=[2312078]}, {class=1, mean=[0.7582163515515211], count=[3986557]}, {class=2, mean=[1.62631642860369], count=[73097]}, {class=3, mean=[-0.6033659863518366], count=[6165]}, {class=4, mean=[0.7146087342439237], count=[6183167]}, {class=5, mean=[0.6444403017259488], count=[716210]}]"
20881.0,2564,Brno,CZE,"[{class=0, mean=[0.6957576231791449], count=[1499854]}, {class=1, mean=[1.3758763643407854], count=[1786955]}, {class=2, mean=[0.8687344526613081], count=[56518]}, {class=3, mean=[-0.41770007698649997], count=[37474]}, {class=4, mean=[0.7935515585673234], count=[1650241]}, {class=5, mean=[0.35162831575067044], count=[191844]}]"
20883.0,2565,Liberec,CZE,"[{class=0, mean=[0.6555625329696579], count=[339362]}, {class=1, mean=[1.1194055369061944], count=[442373]}, {class=2, mean=[0.5219445532524738], count=[2903]}, {class=3, mean=[0.3963033416114715], count=[21]}, {class=4, mean=[0.9060401851508023], count=[694618]}, {class=5, mean=[1.067445154556791], count=[32723]}]"
20884.0,2566,Olomouc,CZE,"[{class=0, mean=[1.6947128056001102], count=[424837]}, {class=1, mean=[2.115297903107605], count=[687796]}, {class=2, mean=[1.4770118031333346], count=[2461]}, {class=3, mean=[1.3359769359513478], count=[2878]}, {class=4, mean=[1.8133920905005356], count=[509495]}, {class=5, mean=[1.4700944871751727], count=[75991]}]"
20885.0,2567,Ostrava,CZE,"[{class=0, mean=[1.5791188265788607], count=[2303341]}, {class=1, mean=[2.543600030190739], count=[2504792]}, {class=2, mean=[0.7235340876606152], count=[11869]}, {class=3, mean=[0.3455105709942324], count=[1472]}, {class=4, mean=[1.594216835121195], count=[2217081]}, {class=5, mean=[2.1087943709416708], count=[279880]}]"
20886.0,2568,Plzen,CZE,"[{class=0, mean=[1.5147596086308193], count=[768862]}, {class=1, mean=[2.012869865420751], count=[946848]}, {class=2, mean=[1.4688352525506816], count=[3319]}, {class=3, mean=[1.032980482250263], count=[1282]}, {class=4, mean=[1.7446533624510172], count=[825277]}, {class=5, mean=[1.632244378885714], count=[87001]}]"
20938.0,2659,Jyvaskyla,FIN,"[{class=0, mean=[-0.1817050421448076], count=[3291]}, {class=1, mean=[-0.019871401043079297], count=[45650]}, {class=2, mean=[0.15790033957198268], count=[196]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[-0.21559109997452972], count=[18679]}, {class=5, mean=[0.0022736272432132016], count=[584]}]"
20939.0,2660,Lahti,FIN,"[{class=0, mean=[0.5410431967615102], count=[99750]}, {class=1, mean=[0.7623441976740237], count=[318327]}, {class=2, mean=[0.6469492690452942], count=[732]}, {class=3, mean=[1.2503533293626523], count=[1234]}, {class=4, mean=[0.599196595863645], count=[275821]}, {class=5, mean=[0.8978327977394184], count=[9736]}]"
20940.0,2661,Oulu,FIN,"[{class=0, mean=[0.9217770705846126], count=[85703]}, {class=1, mean=[1.1277261296951335], count=[386227]}, {class=2, mean=[-0.28576732040091724], count=[4]}, {class=3, mean=[1.9153679452995407], count=[26]}, {class=4, mean=[1.0971093791166597], count=[165574]}, {class=5, mean=[0.8248975529046727], count=[24705]}]"
20942.0,2662,Tampere,FIN,"[{class=0, mean=[-0.23845160141244526], count=[48813]}, {class=1, mean=[-0.030711881865910978], count=[405275]}, {class=2, mean=[0.3982558228413093], count=[69]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[-0.35974500091274053], count=[106117]}, {class=5, mean=[-0.14485505457319367], count=[19326]}]"
20943.0,2663,Turku,FIN,"[{class=0, mean=[0.4562710052749509], count=[127592]}, {class=1, mean=[0.5724164982418535], count=[509559]}, {class=2, mean=[0.8149957924748622], count=[840]}, {class=3, mean=[1.062613233335604], count=[206]}, {class=4, mean=[0.6416237553906132], count=[380610]}, {class=5, mean=[0.20867820658148012], count=[14393]}]"
21114.0,2814,Iraklion,GRC,"[{class=0, mean=[-0.41149645213598013], count=[124816]}, {class=1, mean=[-0.34202368795438626], count=[163807]}, {class=2, mean=[0.9386966078600197], count=[14]}, {class=3, mean=[0.7091435317653758], count=[126028]}, {class=4, mean=[-0.6448755280850916], count=[442442]}, {class=5, mean=[-1.1575068246480662], count=[10445]}]"
21115.0,2815,Larisa,GRC,"[{class=0, mean=[null], count=[0]}, {class=1, mean=[null], count=[0]}, {class=2, mean=[null], count=[0]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[null], count=[0]}, {class=5, mean=[null], count=[0]}]"
21116.0,2816,Patrai,GRC,"[{class=0, mean=[1.3257005621032973], count=[670715]}, {class=1, mean=[1.22488134266456], count=[316425]}, {class=2, mean=[1.0936259904320724], count=[4070]}, {class=3, mean=[1.333586422654436], count=[352224]}, {class=4, mean=[0.8799740958704001], count=[526386]}, {class=5, mean=[0.7995576354623446], count=[22977]}]"
21118.0,2818,Volos,GRC,"[{class=0, mean=[null], count=[0]}, {class=1, mean=[null], count=[0]}, {class=2, mean=[null], count=[0]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[null], count=[0]}, {class=5, mean=[null], count=[0]}]"
3135.0,4061,Baerum,NOR,"[{class=0, mean=[0.4122839624152988], count=[156355]}, {class=1, mean=[0.5115514702674445], count=[326191]}, {class=2, mean=[0.9021277084658478], count=[711]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[0.6596215114807392], count=[463091]}, {class=5, mean=[0.6297197331703643], count=[57526]}]"
22026.0,4062,Bergen,NOR,"[{class=0, mean=[null], count=[0]}, {class=1, mean=[null], count=[0]}, {class=2, mean=[null], count=[0]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[null], count=[0]}, {class=5, mean=[null], count=[0]}]"
204901.0,4063,Fredrikstad/Sarpsborg,NOR,"[{class=0, mean=[0.5042657358552319], count=[316218]}, {class=1, mean=[0.6310854216464562], count=[428278]}, {class=2, mean=[1.208345701011252], count=[2854]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[0.6106088777013922], count=[826689]}, {class=5, mean=[0.5970538267670615], count=[103561]}]"
204900.0,4065,Stavanger/Sandnes,NOR,"[{class=0, mean=[0.11565075479272972], count=[92039]}, {class=1, mean=[0.3543686440344153], count=[264394]}, {class=2, mean=[0.5492353286179318], count=[231]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[0.0996211330984218], count=[277040]}, {class=5, mean=[0.2505338934001978], count=[40217]}]"
22030.0,4066,Trondheim,NOR,"[{class=0, mean=[-0.20749752860930606], count=[260874]}, {class=1, mean=[0.3139485817585406], count=[545388]}, {class=2, mean=[0.3775742170528617], count=[53]}, {class=3, mean=[null], count=[0]}, {class=4, mean=[0.3062830274055416], count=[621305]}, {class=5, mean=[0.3042472657772701], count=[113150]}]"
20887.0,2569,Prague,CZE,"[{class=0, mean=[0.41650750513601903], count=[3075585]}, {class=1, mean=[0.7436300214333958], count=[4044416]}, {class=2, mean=[0.22220720205979658], count=[33774]}, {class=3, mean=[-0.1365341054379449], count=[7054]}, {class=4, mean=[0.48590021171068337], count=[4120009]}, {class=5, mean=[0.4578339019723635], count=[607026]}]"
20937.0,2658,Helsinki,FIN,"[{class=0, mean=[0.4625996878060239], count=[528678]}, {class=1, mean=[0.34393042226168863], count=[1704328]}, {class=2, mean=[0.24846126284300815], count=[7187]}, {class=3, mean=[0.6607441649389293], count=[1350]}, {class=4, mean=[0.42032559577514333], count=[1237022]}, {class=5, mean=[0.4384901968329509], count=[118999]}]"
22028.0,4064,Oslo,NOR,"[{class=0, mean=[0.49468597761167643], count=[398066]}, {class=1, mean=[0.7231851383738728], count=[1557057]}, {class=2, mean=[0.9408122849735243], count=[5905]}, {class=3, mean=[-0.28548417169157125], count=[102]}, {class=4, mean=[0.5402353277802912], count=[1716082]}, {class=5, mean=[0.508671148339433], count=[261188]}]"
21117.0,2817,Thessaloniki,GRC,"[{class=0, mean=[0.44338081300387744], count=[1281347]}, {class=1, mean=[0.6807205014088078], count=[1608637]}, {class=2, mean=[-0.9884736323538085], count=[3727]}, {class=3, mean=[0.7281643647357771], count=[81870]}, {class=4, mean=[-0.29767274699186996], count=[2011252]}, {class=5, mean=[0.061887845003626395], count=[56632]}]"
21113.0,2813,Athens,GRC,"[{class=0, mean=[0.3223277638843587], count=[1123715]}, {class=1, mean=[1.4006851391527833], count=[1586247]}, {class=2, mean=[-0.1556121186441267], count=[388]}, {class=3, mean=[0.33474540839191186], count=[83558]}, {class=4, mean=[0.97663077232756], count=[6216108]}, {class=5, mean=[0.6454168389218418], count=[331923]}]"
20316.0,1350,Burgas,BGR,"[{class=0, mean=[-1.855152785887537], count=[327090]}, {class=1, mean=[-2.072706461125835], count=[564065]}, {class=2, mean=[-2.4551885125660604], count=[13351]}, {class=3, mean=[-1.0433510251770526], count=[366]}, {class=4, mean=[-1.8702421376841303], count=[336407]}, {class=5, mean=[-1.5085706489461193], count=[29521]}]"
20322.0,1351,Pleven,BGR,"[{class=0, mean=[0.8387860808268865], count=[328777]}, {class=1, mean=[0.9959611686332274], count=[314835]}, {class=2, mean=[0.9123499494263697], count=[1528]}, {class=3, mean=[0.3972558043698028], count=[12054]}, {class=4, mean=[1.429654038266677], count=[259758]}, {class=5, mean=[1.0873022322680397], count=[83848]}]"
20323.0,1352,Plovdiv,BGR,"[{class=0, mean=[0.8025893292984749], count=[592840]}, {class=1, mean=[1.064977809437799], count=[993983]}, {class=2, mean=[0.7004956180781917], count=[3394]}, {class=3, mean=[0.2588694277106786], count=[7756]}, {class=4, mean=[0.8553763075306964], count=[618275]}, {class=5, mean=[0.7265044716146523], count=[159752]}]"
20324.0,1353,Ruse,BGR,"[{class=0, mean=[0.16314730768417685], count=[851678]}, {class=1, mean=[-0.050620612702685044], count=[671464]}, {class=2, mean=[0.10911377771503078], count=[11116]}, {class=3, mean=[1.1173435804605576], count=[65032]}, {class=4, mean=[0.5777680631143126], count=[734217]}, {class=5, mean=[0.43552597897766215], count=[35199]}]"
20328.0,1355,Stara Zagora,BGR,"[{class=0, mean=[0.4872500300813716], count=[208596]}, {class=1, mean=[0.9877440326474572], count=[348274]}, {class=2, mean=[0.8303502273311599], count=[676]}, {class=3, mean=[-0.6076080113907416], count=[6448]}, {class=4, mean=[0.4754393244216377], count=[328061]}, {class=5, mean=[0.24506691991835192], count=[23855]}]"
20330.0,1356,Varna,BGR,"[{class=0, mean=[-0.11798765794285074], count=[747707]}, {class=1, mean=[0.39617293188036423], count=[827099]}, {class=2, mean=[0.34397039573675825], count=[27710]}, {class=3, mean=[-0.7859463397887838], count=[375322]}, {class=4, mean=[-0.023229050439134324], count=[794931]}, {class=5, mean=[0.6696414652027881], count=[72191]}]"
20327.0,1354,Sofia,BGR,"[{class=0, mean=[0.702037459615125], count=[1604076]}, {class=1, mean=[1.149890695504326], count=[2256920]}, {class=2, mean=[0.003842465337244133], count=[20156]}, {class=3, mean=[-0.26106317271256446], count=[15530]}, {class=4, mean=[0.6607906409947989], count=[3210514]}, {class=5, mean=[0.5573712893955024], count=[355973]}]"
21139.0,2842,Debrechen,HUN,"[{class=0, mean=[1.429786550983837], count=[393239]}, {class=1, mean=[1.846708158713321], count=[605845]}, {class=2, mean=[2.1907258170094943], count=[75691]}, {class=3, mean=[0.540405735726639], count=[11125]}, {class=4, mean=[1.9130476340667655], count=[1354562]}, {class=5, mean=[1.5858697328594937], count=[70505]}]"
21140.0,2843,Gyon,HUN,"[{class=0, mean=[0.6679864533772848], count=[80327]}, {class=1, mean=[0.606707292125713], count=[27836]}, {class=2, mean=[0.7118383933933795], count=[27004]}, {class=3, mean=[0.4286363503097814], count=[4265]}, {class=4, mean=[0.7382071935559644], count=[194648]}, {class=5, mean=[0.511269978786163], count=[720]}]"
21141.0,2844,Kerskemet,HUN,"[{class=0, mean=[1.1794697918838377], count=[238209]}, {class=1, mean=[1.3123565951360219], count=[373145]}, {class=2, mean=[1.4163583761687089], count=[21866]}, {class=3, mean=[0.30125739153232345], count=[27094]}, {class=4, mean=[1.1737858613601426], count=[768209]}, {class=5, mean=[0.975255714951153], count=[40265]}]"
