system:index,Code,FID_1,FeatureCla,city_name,count_0,count_1,count_2,count_3,count_4,count_5,country_iso3,hasPlace,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,pop_2010,region,un_region,.geo
0000e7d508cf13641865,1127,5374,Urban area,Macae,310536,192043,390,40675,318674,7406,BRA,20,-0.06628140763018135,-0.2165693261703725,-0.1342454313281527,-0.10481022218934541,-0.07118347804741734,0.611962396644108,202040,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000068d2a6a0740325b8,283,5397,Urban area,Cabo Frio,372575,158416,2570,295933,637368,7068,BRA,20,0.025742311805223666,0.10876273356622153,0.15756936393485835,0.025661341055730997,0.2466288763295913,-0.16298761090853459,140127,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000f8164665ed3c7120,284,5398,Urban area,Araruama,211253,103012,203,583085,327626,2058,BRA,15,0.11390194820855466,0.1789007706807398,0.3180612332521029,0.09947026179651657,0.27260426816519046,0.15639515898077277,106170,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e96512556bb0f6f1,1129,5368,Urban area,Nova Friburgo,198662,176671,2147,36219,192523,1955,BRA,20,0.0732557745437381,0.11087562237506884,0.12477182284276733,0.06775562161490019,0.12299596600740294,0.09684321158685057,159307,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000eaee8c4fdd510c45,4082,2692,Urban area,Teresopolis,178113,141089,2088,49969,274372,3270,BRA,15,0.19633303381508393,0.2512782007166279,0.28362347246164715,0.2497054088855275,0.18546851282975438,-0.05679014206945416,145911,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
000087785abc66e02493,1130,5349,Urban area,Juiz De Fora,807685,548299,4153,36232,1251089,676,BRA,20,0.5449603581857448,0.6779134064168775,0.5185160010116374,0.4949455956153153,0.7089125762322637,0.997398449267462,509834,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e871dae88faf7c13,1131,2691,Urban area,Petropolis,320915,181034,4403,83281,214126,1517,BRA,20,0.22738994058095305,0.2550616170006514,0.08207102899640206,0.2202236445288805,0.2580227859745233,0.3929208275304873,281194,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000a5cfac5e010c28d5,16,491,Urban area,Rio de Janeiro,9738958,7105039,1350452,3410136,20540979,126320,BRA,20,0.6127852188021623,0.9126762397581737,1.174846723555071,0.5253727888875224,0.9573595283508332,0.5375953197826507,12373884,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d0c3995cd1ce77c7,4083,5401,Urban area,Marica,132260,59859,1205,63985,288915,414,BRA,15,0.2201095128433655,0.2956382161791337,0.3700387752103055,-0.01290025593909614,0.21869128187794298,0.23220906509573855,125491,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00001c07097e8fbc34de,4085,5379,Urban area,Resende,132240,102018,2571,7551,247017,1597,BRA,15,0.020482804785800487,0.03815866436772414,-0.05045285435157564,0.09102940166099825,-0.041822787364332724,0.15062129078618797,112181,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000d01eefd588afe4e9,1132,5381,Urban area,Volta Redonda,768671,504505,67425,57908,1020805,2275,BRA,20,0.369099504041378,0.309972145125727,0.451591666815322,0.3009256708818129,0.33909257366194895,0.4628742007395137,432613,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000c391cfc23a7e81b3,1133,5315,Urban area,Divinopolis,454053,211142,709,114609,732203,141,BRA,20,0.2465502693160161,0.3271112719329446,0.2680099969677727,0.23445621136885342,0.3133266355390397,0.3479254736226826,207245,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00006d7ad0cd56795030,4087,5324,Urban area,Conselheiro Lafaiete,250829,82073,758,41205,398717,37,BRA,20,0.19682661243395602,0.4325269915277861,0.29386938155218406,-0.1118309004188928,0.31741819990339826,0.08568715909226808,111137,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000d52c836fa7445b5,4089,2690,Urban area,Barbacena,160204,97808,978,38612,286490,7,BRA,20,0.263820399320176,0.3967933760681294,0.43294225768258554,0.16855748185515673,0.40406893687909506,0.5337296659872928,115490,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000fac3f85f099efe6d,72,5307,Urban area,Vale do A�o,3631913,4427575,14903,732053,11597189,26314,BRA,20,0.3468058580163575,0.4477132933335926,0.42700871767636567,0.29613825881143263,0.5211129372497769,0.3194091984917398,473491,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
00007f3bcc8cbadd0136,1134,5302,Urban area,Itabira,353782,366358,22978,48036,255590,501,BRA,15,0.034695007566845376,-0.08051493552908691,0.641390010158989,0.594434619887756,0.8392376618305841,-0.4600740865726631,102202,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000e850e5fb92b53a0b,1135,5297,Urban area,Sete Lagoas,359492,279728,41,199929,725396,671,BRA,20,0.30423958976071436,0.4939619370668504,0.5212699103718721,0.5391433732909601,0.39314367656643673,0.6770778317920609,208956,Latin America and the Caribbean (LAC),Latin America And The Carribean,"{""type"":""MultiPoint"",""coordinates"":[]}"
