fid,0,1,2,3,4,5,6
"66714,31121",1.9829622104644775,,,6.907035176467896,,,
"66713,31122",2.8620977966308594,0.33584592266082763,0.5210550926208496,5.171042302894592,,,
"66690,31125",5.3958391735076905,0.7136826387405395,,2.7806502916336058,,,
"66691,31125",2.405285581970215,,,6.484886521911621,,,
"66692,31125",3.1560076972961424,,,5.734164406585693,,,
"66689,31126",4.072211667060852,0.02716459255218506,,4.790839469146729,,,
"66690,31126",2.5732243619918824,,,6.255253733634949,0.06173763313293457,,
"66691,31126",0.06914600887298585,,,6.8454639404296875,1.9756057794570923,,
"66692,31126",0.9976791612625122,0.014817046737670899,,7.877719520759583,,,
"66693,31126",3.6548685243606567,,0.024695089530944823,5.210652114868164,,,
"66694,31126",3.909228754425049,0.02716461124420166,,4.953822363090515,,,
"66695,31126",1.5384997005462646,,,7.351716028213501,,,
"66696,31126",2.047218371963501,,,6.842997356796265,,,
"66697,31126",6.855342187309265,0.22472524700164795,0.03951207180023193,1.7706362226486205,,,
"66689,31127",0.5951525588989258,,,8.29510679473877,,,
"66690,31127",5.260067406845093,,0.04198187618255615,3.5783320264816285,0.009878044128417968,,
"66691,31127",1.4471390806198121,0.0024695108413696288,,6.635588957595825,0.8050618045806884,,
"66692,31127",1.0446062677383423,0.09384173107147217,,6.070069711875916,1.6817416429519654,,
"66693,31127",3.141221226501465,0.5087211212158204,0.00493902473449707,4.054947591400146,1.1804303897857666,,
"66694,31127",1.6669226516723632,1.9039984210968017,,5.31933828086853,,,
"66695,31127",2.370736839866638,,,6.519522513771057,,,
"66696,31127",1.145854271697998,,,7.744405081939697,,,
"66697,31127",0.9878046932220459,0.034573196029663085,,7.867881464385986,,,
"66698,31127",6.445435144424438,,0.07408556480407714,2.3707386444091796,,,
"66700,31127",2.7930250616073606,0.014817083930969237,,5.9465939357757565,0.13582327232360838,,
"66701,31127",2.578178370475769,0.4395747678756714,,5.652719284629822,0.2197869306564331,,
"66689,31128",2.3979149168014526,2.1386134716033935,,4.353774555778504,,,
"66690,31128",4.610608975791931,0.017286725807189943,0.014817146682739257,3.2005085008621217,1.0470815950393677,,
"66691,31128",2.0744006305694582,,0.004939046287536621,2.306541872596741,4.504421394729614,,
"66692,31128",1.9706840669631958,,0.05186019287109375,3.845055311203003,3.022703373146057,,
"66693,31128",6.052817433166504,0.08643338928222656,,2.6349845335006714,0.11606758823394775,,
"66694,31128",2.9659049331665037,0.9754621864318848,,4.948935824584961,,,
"66695,31128",0.43216729354858396,0.0049390676498413085,,8.453196582984924,,,
"66696,31128",0.4568633390426636,0.20250173931121826,,7.971637265396118,0.2593006004333496,,
"66697,31128",1.3755281257629395,0.0074086019515991215,,7.477731813812256,0.029634402656555175,,
"66698,31128",2.2324518497467043,0.5581139091491699,,6.099737185287475,,,
"66699,31128",7.746909265136718,0.23707502880096434,,0.9063186502456665,,,
"66700,31128",2.0818132133483886,,,6.808489730834961,,,
"66689,31129",7.097459810256958,0.6247938304901123,,1.1680928825378418,,,
"66690,31129",1.9855131141662599,0.086434126663208,,6.818399282455444,,,
"66691,31129",0.9655918905258178,,,5.5935101316452025,2.3312445011138916,,
"66692,31129",0.7062880746841431,0.01481721591949463,,5.857753094100953,2.311488138580322,,
