fid,0,1,2,3,4,5,6
"29142,23392",3.4624486865997315,4.527809438323975,,,,,
"29145,23392",3.4380216802597046,4.552236445617676,,,,,
"29146,23392",5.209207577514649,1.1630230375289916,,1.6135885271072388,,0.0044389837265014645,
"29147,23392",4.3191753826141355,0.6880539976119995,,2.8986862546920777,,0.08434249076843262,
"29142,23393",5.717610031318665,2.2728351652145387,,,,,
"29144,23393",5.093896383285522,2.896548813247681,,,,,
"29145,23393",1.320642010307312,5.273684638595581,,0.0022195650100708007,0.14649182300567626,1.2474071599960328,
"29146,23393",1.020994144630432,,,2.184045746231079,0.2863248344421387,4.499080471420288,
"29147,23393",1.1830243566513061,0.9211159509658814,,0.026634518241882323,,5.859670370864868,
"29148,23393",6.288041081428528,0.2152968418121338,,1.1075577363967894,,0.3795495372772217,
"29149,23393",7.790685265159607,,,0.19975993156433106,,,
"29142,23394",7.764228981590271,0.22640327777862548,,,,,
"29143,23394",3.207357416725159,4.7832748426437375,,,,,
"29144,23394",3.822193201255798,4.168439058113099,,,,,
"29145,23394",0.46390309047698974,2.5814248792648313,,,,4.945304289627075,
"29146,23394",0.5726639427185058,0.046612349891662595,,,,7.371355966758728,
"29147,23394",0.79683998336792,0.07990629253387452,,2.3816661863327027,0.14205725708007813,4.590162540054322,
"29139,23395",3.8089527690887452,3.735709235191345,,,,0.4461572744369507,
"29140,23395",5.531424397468567,2.4105625772476196,,0.004439313888549804,,0.04439299011230469,
"29141,23395",2.8345199670791628,5.123004573249817,,,,0.033294738388061525,
"29142,23395",5.364939790534973,2.625879488182068,,,,,
"29143,23395",3.080897172164917,4.909922106552124,,,,,
"29144,23395",3.22960906162262,4.761210217094422,,,,,
"29145,23395",3.6757714305877687,3.9532402626037597,,0.22640723934173584,0.13540034618377686,,
"29146,23395",1.1364639724731445,0.1931108148574829,,4.730134812164307,0.9389255302429199,0.992184148979187,
"29147,23395",2.210809596824646,0.1820142433166504,,2.359507267570496,3.0520374282836915,0.18645074272155762,
"29148,23395",3.7246274927139282,0.2996587152481079,,3.946555947685242,0.019977123069763184,,
"29149,23395",0.25082346477508544,0.17979505844116211,,7.5579810718536375,0.0022196836471557618,,
"29150,23395",5.4515186832427975,,,2.539300595474243,,,
"29138,23396",7.704664528274536,0.1797961036682129,,,,0.10654567756652832,
"29139,23396",7.673588663482666,0.3174176460266113,,,,,
"29140,23396",5.451655098342895,2.5393512111663816,,,,,
