fid,0,1,2,3,4,5,6
"94438,25757",4.785188534164429,0.07451345767974854,,3.523110345649719,,,
"94439,25758",1.7394706169128418,,,6.643486315155029,,,
"94439,25759",1.7627858682632447,,,6.620315662193298,,,
"94440,25759",0.7265366788864136,,,7.6565648515701294,,,
"94441,25759",0.6729780982971192,,,7.710123432540893,,,
"94442,25759",6.06842597770691,0.03260113487243652,,2.282074418067932,,,
"94462,25759",5.057793249511719,2.2890582021713257,,,1.0362500787734985,,
"94437,25760",3.84230385723114,0.058216961479187014,,4.478067905044556,0.004657377624511719,,
"94439,25760",5.414171984291077,,,2.9690741170883177,,,
"94440,25760",7.346987789535523,0.04657369022369385,,0.9896846216201782,,,
"94441,25760",5.151034083747864,,0.004657338333129883,3.2275546792984007,,,
"94442,25760",5.474723985671997,0.26081125507354735,,2.4870308586120604,0.16068000202178956,,
"94437,25761",1.1177916584014893,,,7.2655989818573,,,
"94438,25761",2.980769269180298,0.37725338859558105,,4.901946418952942,0.12342156352996826,,
"94439,25761",2.1377625703811645,0.048903173637390135,,6.196724896240235,,,
"94440,25761",4.529357852363586,0.7125903205871582,,3.1111689142227172,0.03027355308532715,,
"94441,25761",1.1527123483657837,0.4447866968154907,,2.93883152217865,3.8470600728988646,,
"94442,25761",2.799122438621521,0.0023287273406982422,,1.7022851148605347,3.879654359436035,,
"94443,25761",8.11325916557312,0.27013147468566895,,,,,
"94446,25761",4.2964800895690916,4.086910550689697,,,,,
"94436,25762",5.346819810295105,,,3.036715357398987,,,
"94437,25762",3.35340471534729,,,5.030130452346802,,,
"94438,25762",5.772982892990112,0.06986260814666748,,2.4731556270599366,0.06753403949737549,,
"94439,25762",0.544928592300415,0.3469856027603149,,4.771619707679749,2.720001264953613,,
"94440,25762",1.8350552715301514,0.2515056640625,,4.69012260837555,1.6068516237258912,,
"94441,25762",0.36095659580230716,0.295752561378479,,0.3889012523651123,7.337924758148193,,
"94442,25762",3.0134147382736205,0.07917788257598878,,3.1438278230667116,2.147114723777771,,
"94443,25762",7.950383773612976,0.43315139408111575,,,,,
"94446,25762",0.5099953416824341,7.836279432487488,,,0.03726039352416992,,
"94447,25762",0.3865743049621582,7.9969608627319335,,,,,
"94449,25762",5.3724468818664555,2.15643758392334,,0.8546507019042969,,,
"94450,25762",1.800128228378296,4.201084642219543,,2.3823222970962523,,,
"94451,25762",1.06190736618042,1.5532892375946046,0.1467128698348999,5.607653021430969,0.013972672653198242,,
"94452,25762",3.262588645553589,4.252315728759766,0.006986301040649414,0.8616444923400879,,,
"94436,25763",1.5067315174102782,,,6.876948177719116,,,
"94437,25763",0.058220229721069335,,,8.325459465408326,,,
"94438,25763",,,,8.383679695129395,,,
"94440,25763",1.534684973526001,0.1304126371383667,,2.8690864294052125,3.8494956550598145,,
"94441,25763",,0.09315192699432373,,,8.290527768135071,,
"94442,25763",0.5216472505569458,0.006986447525024414,,1.0176828565597533,6.837363140487671,,
"94443,25763",6.562554382324219,0.16534364528656006,,1.3204330768585204,0.3353485906600952,,
"94446,25763",0.1886342252731323,5.78472657585144,,1.1318041870117188,1.278514706993103,,
"94447,25763",0.87329856300354,4.997593623352051,,0.5565867387771607,1.956200769996643,,
"94448,25763",1.2924825386047363,7.014346119689941,,0.0768510368347168,,,
"94449,25763",1.4182298076629638,3.020460521507263,0.31904800701141356,3.6073109169006345,0.01863044204711914,,
"94450,25763",0.9617992038726807,2.0679687685012818,1.6068770446777343,3.658540341949463,0.08849433612823486,,
"94451,25763",0.21192129669189452,5.072116447448731,2.007430933380127,1.0922110176086426,,,
"94452,25763",4.059092173957825,1.3972770265579224,0.05123367748260498,2.8760768171310427,,,
"94455,25763",2.2193367889404296,5.780093294906616,,0.38424961128234864,,,
"94456,25763",3.623622603225708,0.6753563091278076,,4.084700782775879,,,
"94436,25764",1.1714032432556152,,,7.212420944976807,,,
"94437,25764",3.239411524963379,0.09548271656036376,,4.825360440635682,0.19795227680206298,0.025617229270935057,
"94438,25764",2.3218520292282103,,,6.054985583114624,0.006986575889587402,,
"94440,25764",6.143487219238281,0.7289259931564331,,1.2715412099838257,0.23986976585388184,,
"94441,25764",0.1513757219314575,0.7475615425109863,,0.07685123176574707,7.408035692024231,,
"94442,25764",1.8933537017822266,0.5146752342224121,,0.8872847463607788,5.088510505867005,,
"94443,25764",5.810456206512451,0.272475545501709,,2.0703370237350462,0.23055541248321534,,
"94444,25764",8.118334634399414,0.013972925186157227,,0.1047986473083496,0.14671798133850097,,
"94445,25764",6.825837780952454,0.1676772336959839,0.11644196224212647,1.2738672113418579,,,
"94446,25764",2.829547075653076,0.10014062843322753,,4.685621386337281,0.7685150978088379,,
"94447,25764",0.9897602291107178,1.9422541004180909,1.1900408588409424,1.527720112991333,2.7340488868713377,,
"94448,25764",0.1583604217529297,0.6660457399368286,3.623687579727173,3.875180102157593,0.06055034465789795,,
"94449,25764",0.08150957126617432,1.3320980932235718,4.895224313545227,2.0749922101974487,,,
"94450,25764",0.6520731407165528,3.18352605342865,0.8244087820053101,3.723816212081909,,,
"94451,25764",0.4028890018463135,3.4629761672973634,3.355864559364319,1.1620944597244263,,,
"94452,25764",1.1551032499313354,1.7838968908309936,1.581280150604248,3.8635438968658447,,,
"94453,25764",5.8546964622497555,0.22822768592834472,,2.300900040054321,,,
"94454,25764",2.678160391044617,3.1532481323242187,,2.5524156648635863,,,
"94455,25764",0.06287901115417481,8.320945177078247,,,,,
"94456,25764",0.5985099140167236,4.839319444274902,0.9874322591781616,1.4811499485015869,0.47741262226104736,,
"94438,25765",2.6735612146377563,0.0023288959503173826,,5.708078549385071,,,
"94439,25765",1.984205620765686,0.32371381607055666,,6.076049222946167,,,
"94441,25765",4.236241422462463,0.7266086311340332,,0.09082587985992431,3.3302927263259887,,
"94442,25765",1.0223767753601074,0.4424862455368042,,0.16302288417816163,6.756082754898071,,
"94443,25765",2.3475056329727173,3.1626289459228514,,2.4127175415039064,0.46111653938293456,,
"94444,25765",3.111382963371277,1.8910558641433717,,3.3792009351730345,0.0023288972854614257,,
"94445,25765",3.698248682022095,0.7126410850524902,,3.4094863441467287,0.5635925485610962,,
"94446,25765",5.875756799697876,0.04657768421173096,,2.2031266944885255,0.2585074815750122,,
"94447,25765",3.1905648767471315,0.4634483661651611,1.2203282033920289,2.1844887144088747,1.3251384990692139,,
"94448,25765",,0.8593529960632325,4.154716813850403,0.27713792572021484,3.0927609243392946,,
"94449,25765",,3.4281093772888185,4.739272735977173,0.15603517742156983,0.06055136909484863,,
"94450,25765",0.11178661289215087,7.128707056045532,0.3376869806289673,0.8057880102157593,,,
"94451,25765",0.8290841703414917,4.201298951148987,1.7932401763916015,1.546372002029419,0.013973360061645507,,
"94452,25765",0.02328899326324463,2.3777810367584227,1.9539389623641967,4.0289596673965455,,,
"94453,25765",0.7848325311660767,,,7.599136128807068,,,
"94454,25765",1.6325516141891478,1.7676214418411256,,4.979137823104859,0.004657780456542969,,
