City,MAE,R²,Mean_Bias,RMSE,STD,% Overestimation,% Underestimation,Mean_Overestimation,Mean_Underestimation,% Valid Pixels,Filter_Type
Monterrey2,1.3933175672484281,-0.5683252558654299,1.0249948572202052,3.0501159116568832,2.8727326045447796,26.390387869582018,7.836504510266352,4.581805383876187,-2.3500446503010095,98.43383429432374,Z-score (±3)
