City,MAE,R²,Mean_Bias,RMSE,STD,% Overestimation,% Underestimation,Mean_Overestimation,Mean_Underestimation,% Valid Pixels,Filter_Type
Monterrey2,1.6130859831303497,-1.1091572197560637,1.2402425070199015,3.646021135767349,3.428595725110094,27.493233173924235,7.763775061028492,5.189146856791784,-2.4011738695392886,100.0,None (all finite data)
